"","MatSib","i","j","iSam","jSam","het_het","het_homo","homo_het","homo_homo","len_i","len_j","tot_i","tot_j","logicSum","totSum","totMean","totProp","crToIb","ibToCr","ibToIb","fs","minTest","iSam_mother","iSam_father","jSam_mother","jSam_father","""...""","mother","sample","origin","code","n_tot","n_delly","n_gatk","nr_n","nr_het","nr_homo","nr_uni","nr_uniHet","nr_uniHomo","motherDL","sampleDL","lfm_n","lfm_het","lfm_homo","lfm_hetProp","cp_logic","father","likelySelf","originMod","coverage","cp_status","""...""","mother","sample","origin","code","n_tot","n_delly","n_gatk","nr_n","nr_het","nr_homo","nr_uni","nr_uniHet","nr_uniHomo","motherDL","sampleDL","lfm_n","lfm_het","lfm_homo","lfm_hetProp","cp_logic","father","likelySelf","originMod","coverage","cp_status"
"FIL30_56_D_M2511",TRUE,514,512,"FIL30_56_D_M2","FIL30_56_B_M2",27,11,22,3,79,77,94,91,63,185,92.5,0.681081081081081,1.51098901098901,3.15957446808511,7.42905405405405,16.0326163198504,1.51098901098901,"FIL30_56","FIL30_56","FIL30_56","FIL30_56","...","FIL30_56","FIL30_56_D_M2","Fil30_56_D_M2_1","FIL30_56|FIL30_56_D_M2|Fil30_56_D_M2_1",102,14,88,94,26,68,15,15,NA,TRUE,FALSE,82,56,26,0.682926829268293,FALSE,"FIL30_56",TRUE,"FIL30_56_D_M2_1",80.7173154766932,"Self","...","FIL30_56","FIL30_56_B_M2","Fil30_56_B_M2_1","FIL30_56|FIL30_56_B_M2|Fil30_56_B_M2_1",97,13,84,91,17,74,13,13,NA,TRUE,FALSE,78,62,16,0.794871794871795,FALSE,"FIL30_56",TRUE,"FIL30_56_B_M2_1",53.451204062933,"Self"
"FIL30_109_E_M265",TRUE,61,66,"FIL30_109_E_M2","FIL30_109_J_M2",17,8,11,12,55,60,68,73,48,141,70.5,0.680851063829787,3.63698630136986,1.42647058823529,9.4281914893617,18.9178082191781,1.42647058823529,"FIL30_109","FIL30_109","FIL30_109","FIL30_109","...","FIL30_109","FIL30_109_E_M2","Fil30_109_E_M2_1","FIL30_109|FIL30_109_E_M2|Fil30_109_E_M2_1",73,8,65,68,23,45,12,12,NA,TRUE,FALSE,61,38,23,0.622950819672131,FALSE,"FIL30_109",TRUE,"FIL30_109_E_M2_1",37.6669998845358,"Self","...","FIL30_109","FIL30_109_J_M2","Fil30_109_J_M2_1","FIL30_109|FIL30_109_J_M2|Fil30_109_J_M2_1",77,3,74,73,23,50,13,11,2,TRUE,FALSE,70,47,23,0.671428571428571,FALSE,"FIL30_109",TRUE,"FIL30_109_J_M2_1",67.2325707411647,"Self"
"FIL30_109_J_M260",TRUE,66,61,"FIL30_109_J_M2","FIL30_109_E_M2",17,11,8,12,60,55,73,68,48,141,70.5,0.680851063829787,1.42647058823529,3.63698630136986,9.4281914893617,18.9178082191781,1.42647058823529,"FIL30_109","FIL30_109","FIL30_109","FIL30_109","...","FIL30_109","FIL30_109_J_M2","Fil30_109_J_M2_1","FIL30_109|FIL30_109_J_M2|Fil30_109_J_M2_1",77,3,74,73,23,50,13,11,2,TRUE,FALSE,70,47,23,0.671428571428571,FALSE,"FIL30_109",TRUE,"FIL30_109_J_M2_1",67.2325707411647,"Self","...","FIL30_109","FIL30_109_E_M2","Fil30_109_E_M2_1","FIL30_109|FIL30_109_E_M2|Fil30_109_E_M2_1",73,8,65,68,23,45,12,12,NA,TRUE,FALSE,61,38,23,0.622950819672131,FALSE,"FIL30_109",TRUE,"FIL30_109_E_M2_1",37.6669998845358,"Self"
"FIL30_56_D_M2516",TRUE,514,517,"FIL30_56_D_M2","FIL30_56_H_M2",24,17,18,7,79,78,94,100,66,194,97,0.680412371134021,2.62,2.06382978723404,2.54381443298969,24.7753191489362,2.06382978723404,"FIL30_56","FIL30_56","FIL30_56","FIL30_56","...","FIL30_56","FIL30_56_D_M2","Fil30_56_D_M2_1","FIL30_56|FIL30_56_D_M2|Fil30_56_D_M2_1",102,14,88,94,26,68,15,15,NA,TRUE,FALSE,82,56,26,0.682926829268293,FALSE,"FIL30_56",TRUE,"FIL30_56_D_M2_1",80.7173154766932,"Self","...","FIL30_56","FIL30_56_H_M2","Fil30_56_H_M2_1","FIL30_56|FIL30_56_H_M2|Fil30_56_H_M2_1",109,12,97,100,25,75,20,19,1,TRUE,FALSE,88,65,23,0.738636363636364,FALSE,"FIL30_56",TRUE,"FIL30_56_H_M2_1",56.6991454251293,"Self"
"FIL30_56_H_M2513",TRUE,517,514,"FIL30_56_H_M2","FIL30_56_D_M2",24,18,17,7,78,79,100,94,66,194,97,0.680412371134021,2.06382978723404,2.62,2.54381443298969,24.7753191489362,2.06382978723404,"FIL30_56","FIL30_56","FIL30_56","FIL30_56","...","FIL30_56","FIL30_56_H_M2","Fil30_56_H_M2_1","FIL30_56|FIL30_56_H_M2|Fil30_56_H_M2_1",109,12,97,100,25,75,20,19,1,TRUE,FALSE,88,65,23,0.738636363636364,FALSE,"FIL30_56",TRUE,"FIL30_56_H_M2_1",56.6991454251293,"Self","...","FIL30_56","FIL30_56_D_M2","Fil30_56_D_M2_1","FIL30_56|FIL30_56_D_M2|Fil30_56_D_M2_1",102,14,88,94,26,68,15,15,NA,TRUE,FALSE,82,56,26,0.682926829268293,FALSE,"FIL30_56",TRUE,"FIL30_56_D_M2_1",80.7173154766932,"Self"
"FIL30_109_G_M263",TRUE,63,64,"FIL30_109_G_M2","FIL30_109_H_M2",23,7,11,14,63,65,75,87,55,162,81,0.679012345679012,5.12068965517241,0.34,11.9722222222222,15.2675862068966,0.34,"FIL30_109","FIL30_109","FIL30_109","FIL30_109","...","FIL30_109","FIL30_109_G_M2","Fil30_109_G_M2_1","FIL30_109|FIL30_109_G_M2|Fil30_109_G_M2_1",79,11,68,75,28,47,12,11,1,TRUE,FALSE,66,38,28,0.575757575757576,FALSE,"FIL30_109",TRUE,"FIL30_109_G_M2_1",85.8312251644565,"Self","...","FIL30_109","FIL30_109_H_M2","Fil30_109_H_M2_1","FIL30_109|FIL30_109_H_M2|Fil30_109_H_M2_1",95,14,81,87,23,64,22,22,NA,TRUE,FALSE,76,53,23,0.697368421052632,FALSE,"FIL30_109",TRUE,"FIL30_109_H_M2_1",54.1877348169545,"Self"
"FIL30_109_H_M262",TRUE,64,63,"FIL30_109_H_M2","FIL30_109_G_M2",23,11,7,14,65,63,87,75,55,162,81,0.679012345679012,0.34,5.12068965517241,11.9722222222222,15.2675862068966,0.34,"FIL30_109","FIL30_109","FIL30_109","FIL30_109","...","FIL30_109","FIL30_109_H_M2","Fil30_109_H_M2_1","FIL30_109|FIL30_109_H_M2|Fil30_109_H_M2_1",95,14,81,87,23,64,22,22,NA,TRUE,FALSE,76,53,23,0.697368421052632,FALSE,"FIL30_109",TRUE,"FIL30_109_H_M2_1",54.1877348169545,"Self","...","FIL30_109","FIL30_109_G_M2","Fil30_109_G_M2_1","FIL30_109|FIL30_109_G_M2|Fil30_109_G_M2_1",79,11,68,75,28,47,12,11,1,TRUE,FALSE,66,38,28,0.575757575757576,FALSE,"FIL30_109",TRUE,"FIL30_109_G_M2_1",85.8312251644565,"Self"
"FIL30_666_M2695",FALSE,612,696,"FIL30_666_M2","FIL30_766_M2",16,12,6,16,51,52,82,66,50,148,74,0.675675675675676,1.72727272727273,9,21.9864864864865,24.0014781966001,1.72727272727273,"FIL30_666","FIL30_666","FIL30_766","FIL30_766","...","FIL30_666","FIL30_666_M2","FIL30.666.M2","FIL30_666|FIL30_666_M2|FIL30.666.M2",89,13,76,82,24,58,31,29,2,FALSE,FALSE,73,52,21,0.712328767123288,FALSE,"FIL30_666",TRUE,"FIL30_666_M2",55.3556549303564,"Self","...","FIL30_766","FIL30_766_M2","FIL30.766.M2","FIL30_766|FIL30_766_M2|FIL30.766.M2",76,15,61,66,32,34,12,9,3,FALSE,FALSE,55,25,30,0.454545454545455,FALSE,"FIL30_766",TRUE,"FIL30_766_M2",60.2767020476891,"Self"
"FIL30_766_M2611",FALSE,696,612,"FIL30_766_M2","FIL30_666_M2",16,6,12,16,52,51,66,82,50,148,74,0.675675675675676,9,1.72727272727273,21.9864864864865,24.0014781966001,1.72727272727273,"FIL30_766","FIL30_766","FIL30_666","FIL30_666","...","FIL30_766","FIL30_766_M2","FIL30.766.M2","FIL30_766|FIL30_766_M2|FIL30.766.M2",76,15,61,66,32,34,12,9,3,FALSE,FALSE,55,25,30,0.454545454545455,FALSE,"FIL30_766",TRUE,"FIL30_766_M2",60.2767020476891,"Self","...","FIL30_666","FIL30_666_M2","FIL30.666.M2","FIL30_666|FIL30_666_M2|FIL30.666.M2",89,13,76,82,24,58,31,29,2,FALSE,FALSE,73,52,21,0.712328767123288,FALSE,"FIL30_666",TRUE,"FIL30_666_M2",55.3556549303564,"Self"
"FIL30_70_M2657",FALSE,643,658,"FIL30_70_M2","FIL30_72_M2",31,2,7,9,51,49,69,80,49,149,74.5,0.657718120805369,10.3375,4.54347826086957,13.8884228187919,2.38007246376812,2.38007246376812,"FIL30_70","FIL30_70","FIL30_72","FIL30_72","...","FIL30_70","FIL30_70_M2","FIL30_70_M2-2","FIL30_70|FIL30_70_M2|FIL30_70_M2-2",77,28,49,69,20,49,18,14,4,FALSE,FALSE,45,32,13,0.711111111111111,FALSE,"FIL30_70",TRUE,"FIL30_70_M2_2",36.8095810927379,"Self","...","FIL30_72","FIL30_72_M2","FIL30_72_M2-2","FIL30_72|FIL30_72_M2|FIL30_72_M2-2",88,28,60,80,18,62,31,24,7,FALSE,FALSE,56,42,14,0.75,FALSE,"FIL30_72",TRUE,"FIL30_72_M2_2",46.4959551304026,"Self"
"FIL30_72_M2642",FALSE,658,643,"FIL30_72_M2","FIL30_70_M2",31,7,2,9,49,51,80,69,49,149,74.5,0.657718120805369,4.54347826086957,10.3375,13.8884228187919,2.38007246376812,2.38007246376812,"FIL30_72","FIL30_72","FIL30_70","FIL30_70","...","FIL30_72","FIL30_72_M2","FIL30_72_M2-2","FIL30_72|FIL30_72_M2|FIL30_72_M2-2",88,28,60,80,18,62,31,24,7,FALSE,FALSE,56,42,14,0.75,FALSE,"FIL30_72",TRUE,"FIL30_72_M2_2",46.4959551304026,"Self","...","FIL30_70","FIL30_70_M2","FIL30_70_M2-2","FIL30_70|FIL30_70_M2|FIL30_70_M2-2",77,28,49,69,20,49,18,14,4,FALSE,FALSE,45,32,13,0.711111111111111,FALSE,"FIL30_70",TRUE,"FIL30_70_M2_2",36.8095810927379,"Self"
"FIL30_749_M2680",FALSE,679,681,"FIL30_749_M2","FIL30_750_M2",19,32,2,6,64,62,96,86,59,182,91,0.648351648351648,25.0348837209302,17.53125,34.6785714285714,30.9161821705426,17.53125,"FIL30_749","FIL30_749","FIL30_750","FIL30_750","...","FIL30_749","FIL30_749_M2","FIL30.749.M2","FIL30_749|FIL30_749_M2|FIL30.749.M2",112,29,83,96,9,87,29,28,1,FALSE,FALSE,78,69,9,0.884615384615385,FALSE,"FIL30_749",TRUE,"FIL30_749_M2",43.0330329324727,"Self","...","FIL30_750","FIL30_750_M2","FIL30.750.M2","FIL30_750|FIL30_750_M2|FIL30.750.M2",106,26,80,86,51,35,20,9,11,FALSE,FALSE,70,29,41,0.414285714285714,FALSE,"FIL30_750",TRUE,"FIL30_750_M2",43.1414352440374,"Self"
"FIL30_750_M2678",FALSE,681,679,"FIL30_750_M2","FIL30_749_M2",19,2,32,6,62,64,86,96,59,182,91,0.648351648351648,17.53125,25.0348837209302,34.6785714285714,30.9161821705426,17.53125,"FIL30_750","FIL30_750","FIL30_749","FIL30_749","...","FIL30_750","FIL30_750_M2","FIL30.750.M2","FIL30_750|FIL30_750_M2|FIL30.750.M2",106,26,80,86,51,35,20,9,11,FALSE,FALSE,70,29,41,0.414285714285714,FALSE,"FIL30_750",TRUE,"FIL30_750_M2",43.1414352440374,"Self","...","FIL30_749","FIL30_749_M2","FIL30.749.M2","FIL30_749|FIL30_749_M2|FIL30.749.M2",112,29,83,96,9,87,29,28,1,FALSE,FALSE,78,69,9,0.884615384615385,FALSE,"FIL30_749",TRUE,"FIL30_749_M2",43.0330329324727,"Self"
"FIL30_109_F_M262",TRUE,62,63,"FIL30_109_F_M2","FIL30_109_G_M2",22,7,1,16,54,63,67,75,46,142,71,0.647887323943662,2.78,9.26119402985075,29.193661971831,10.3544278606965,2.78,"FIL30_109","FIL30_109","FIL30_109","FIL30_109","...","FIL30_109","FIL30_109_F_M2","Fil30_109_F_M2_1","FIL30_109|FIL30_109_F_M2|Fil30_109_F_M2_1",74,12,62,67,19,48,13,13,NA,TRUE,FALSE,58,39,19,0.672413793103448,FALSE,"FIL30_109",TRUE,"FIL30_109_F_M2_1",54.1070194245145,"Self","...","FIL30_109","FIL30_109_G_M2","Fil30_109_G_M2_1","FIL30_109|FIL30_109_G_M2|Fil30_109_G_M2_1",79,11,68,75,28,47,12,11,1,TRUE,FALSE,66,38,28,0.575757575757576,FALSE,"FIL30_109",TRUE,"FIL30_109_G_M2_1",85.8312251644565,"Self"
"FIL30_109_G_M261",TRUE,63,62,"FIL30_109_G_M2","FIL30_109_F_M2",22,1,7,16,63,54,75,67,46,142,71,0.647887323943662,9.26119402985075,2.78,29.193661971831,10.3544278606965,2.78,"FIL30_109","FIL30_109","FIL30_109","FIL30_109","...","FIL30_109","FIL30_109_G_M2","Fil30_109_G_M2_1","FIL30_109|FIL30_109_G_M2|Fil30_109_G_M2_1",79,11,68,75,28,47,12,11,1,TRUE,FALSE,66,38,28,0.575757575757576,FALSE,"FIL30_109",TRUE,"FIL30_109_G_M2_1",85.8312251644565,"Self","...","FIL30_109","FIL30_109_F_M2","Fil30_109_F_M2_1","FIL30_109|FIL30_109_F_M2|Fil30_109_F_M2_1",74,12,62,67,19,48,13,13,NA,TRUE,FALSE,58,39,19,0.672413793103448,FALSE,"FIL30_109",TRUE,"FIL30_109_F_M2_1",54.1070194245145,"Self"
"FIL30_31_M2625",FALSE,260,626,"FIL30_31_M2","FIL30_68_M2",22,24,13,5,66,67,99,100,64,199,99.5,0.64321608040201,7.08,4.40909090909091,9.15766331658291,30.9577777777778,4.40909090909091,"FIL30_31","FIL30_31","FIL30_68","FIL30_68","...","FIL30_31","FIL30_31_M2","FIL30_31_M2-3","FIL30_31|FIL30_31_M2|FIL30_31_M2-3",104,18,86,99,19,80,31,30,1,FALSE,FALSE,81,63,18,0.777777777777778,FALSE,"FIL30_31",TRUE,"FIL30_31_M2_3",41.8964754176304,"Self","...","FIL30_68","FIL30_68_M2","FIL30_68_M2-2","FIL30_68|FIL30_68_M2|FIL30_68_M2-2",106,19,87,100,34,66,31,27,4,FALSE,FALSE,83,56,27,0.674698795180723,FALSE,"FIL30_68",TRUE,"FIL30_68_M2_2",32.1053241058404,"Self"
"FIL30_68_M2259",FALSE,626,260,"FIL30_68_M2","FIL30_31_M2",22,13,24,5,67,66,100,99,64,199,99.5,0.64321608040201,4.40909090909091,7.08,9.15766331658291,30.9577777777778,4.40909090909091,"FIL30_68","FIL30_68","FIL30_31","FIL30_31","...","FIL30_68","FIL30_68_M2","FIL30_68_M2-2","FIL30_68|FIL30_68_M2|FIL30_68_M2-2",106,19,87,100,34,66,31,27,4,FALSE,FALSE,83,56,27,0.674698795180723,FALSE,"FIL30_68",TRUE,"FIL30_68_M2_2",32.1053241058404,"Self","...","FIL30_31","FIL30_31_M2","FIL30_31_M2-3","FIL30_31|FIL30_31_M2|FIL30_31_M2-3",104,18,86,99,19,80,31,30,1,FALSE,FALSE,81,63,18,0.777777777777778,FALSE,"FIL30_31",TRUE,"FIL30_31_M2_3",41.8964754176304,"Self"
"FIL20_199_B_M222",TRUE,21,23,"FIL20_199_B_M2","FIL20_199_E_M2",23,13,12,5,67,68,80,85,53,165,82.5,0.642424242424242,1.1,0.6375,1.51136363636364,16.1720588235294,0.6375,"FIL20_199","FIL20_199","FIL20_199","FIL20_199","...","FIL20_199","FIL20_199_B_M2","Fil20_199_B_M2_1","FIL20_199|FIL20_199_B_M2|Fil20_199_B_M2_1",88,13,75,80,23,57,12,12,NA,TRUE,FALSE,70,49,21,0.7,FALSE,"FIL20_199",TRUE,"FIL20_199_B_M2_1",49.4836214658742,"Self","...","FIL20_199","FIL20_199_E_M2","Fil20_199_E_M2_1","FIL20_199|FIL20_199_E_M2|Fil20_199_E_M2_1",98,15,83,85,23,62,15,15,NA,TRUE,FALSE,74,54,20,0.72972972972973,FALSE,"FIL20_199",TRUE,"FIL20_199_E_M2_1",62.670881541412,"Self"
"FIL20_199_E_M220",TRUE,23,21,"FIL20_199_E_M2","FIL20_199_B_M2",23,12,13,5,68,67,85,80,53,165,82.5,0.642424242424242,0.6375,1.1,1.51136363636364,16.1720588235294,0.6375,"FIL20_199","FIL20_199","FIL20_199","FIL20_199","...","FIL20_199","FIL20_199_E_M2","Fil20_199_E_M2_1","FIL20_199|FIL20_199_E_M2|Fil20_199_E_M2_1",98,15,83,85,23,62,15,15,NA,TRUE,FALSE,74,54,20,0.72972972972973,FALSE,"FIL20_199",TRUE,"FIL20_199_E_M2_1",62.670881541412,"Self","...","FIL20_199","FIL20_199_B_M2","Fil20_199_B_M2_1","FIL20_199|FIL20_199_B_M2|Fil20_199_B_M2_1",88,13,75,80,23,57,12,12,NA,TRUE,FALSE,70,49,21,0.7,FALSE,"FIL20_199",TRUE,"FIL20_199_B_M2_1",49.4836214658742,"Self"
"FIL30_347_M2302",TRUE,302,303,"FIL30_347_M2","FIL30_347_M2dup",32,0,0,20,69,57,97,65,52,162,81,0.641975308641975,15.7615384615385,16.1701030927835,53.9351851851852,5.62109436954798,5.62109436954798,"FIL30_347","FIL30_347","FIL30_347","FIL30_347","...","FIL30_347","FIL30_347_M2","FIL30.347.M2","FIL30_347|FIL30_347_M2|FIL30.347.M2",131,75,56,97,23,74,16,16,NA,TRUE,FALSE,53,33,20,0.622641509433962,FALSE,"FIL30_347",TRUE,"FIL30_347_M2",46.198327234675,"Self","...","FIL30_347","FIL30_347_M2dup","FIL30.347.M2dup","FIL30_347|FIL30_347_M2dup|FIL30.347.M2dup",69,9,60,65,21,44,8,7,1,TRUE,FALSE,57,36,21,0.631578947368421,FALSE,"FIL30_347",TRUE,"FIL30_347_M2dup",51.0417919695202,"Self"
"FIL30_347_M2dup301",TRUE,303,302,"FIL30_347_M2dup","FIL30_347_M2",32,0,0,20,57,69,65,97,52,162,81,0.641975308641975,16.1701030927835,15.7615384615385,53.9351851851852,5.62109436954798,5.62109436954798,"FIL30_347","FIL30_347","FIL30_347","FIL30_347","...","FIL30_347","FIL30_347_M2dup","FIL30.347.M2dup","FIL30_347|FIL30_347_M2dup|FIL30.347.M2dup",69,9,60,65,21,44,8,7,1,TRUE,FALSE,57,36,21,0.631578947368421,FALSE,"FIL30_347",TRUE,"FIL30_347_M2dup",51.0417919695202,"Self","...","FIL30_347","FIL30_347_M2","FIL30.347.M2","FIL30_347|FIL30_347_M2|FIL30.347.M2",131,75,56,97,23,74,16,16,NA,TRUE,FALSE,53,33,20,0.622641509433962,FALSE,"FIL30_347",TRUE,"FIL30_347_M2",46.198327234675,"Self"
"FIL20_105_D_M25",TRUE,4,6,"FIL20_105_D_M2","FIL20_105_H_M2",24,7,5,11,67,51,86,61,47,147,73.5,0.639455782312925,1.64754098360656,6.83720930232558,10.4311224489796,9.78059473884865,1.64754098360656,"FIL20_105","FIL20_105","FIL20_105","FIL20_105","...","FIL20_105","FIL20_105_D_M2","Fil20_105_D_M2_1","FIL20_105|FIL20_105_D_M2|Fil20_105_D_M2_1",89,22,67,86,31,55,18,16,2,TRUE,FALSE,66,41,25,0.621212121212121,FALSE,"FIL20_105",TRUE,"FIL20_105_D_M2_1",44.3666667585459,"Self","...","FIL20_105","FIL20_105_H_M2","Fil20_105_H_M2_1","FIL20_105|FIL20_105_H_M2|Fil20_105_H_M2_1",62,13,49,61,20,41,10,9,1,TRUE,FALSE,49,31,18,0.63265306122449,FALSE,"FIL20_105",TRUE,"FIL20_105_H_M2_1",98.9825444027362,"Self"
"FIL20_105_H_M23",TRUE,6,4,"FIL20_105_H_M2","FIL20_105_D_M2",24,5,7,11,51,67,61,86,47,147,73.5,0.639455782312925,6.83720930232558,1.64754098360656,10.4311224489796,9.78059473884865,1.64754098360656,"FIL20_105","FIL20_105","FIL20_105","FIL20_105","...","FIL20_105","FIL20_105_H_M2","Fil20_105_H_M2_1","FIL20_105|FIL20_105_H_M2|Fil20_105_H_M2_1",62,13,49,61,20,41,10,9,1,TRUE,FALSE,49,31,18,0.63265306122449,FALSE,"FIL20_105",TRUE,"FIL20_105_H_M2_1",98.9825444027362,"Self","...","FIL20_105","FIL20_105_D_M2","Fil20_105_D_M2_1","FIL20_105|FIL20_105_D_M2|Fil20_105_D_M2_1",89,22,67,86,31,55,18,16,2,TRUE,FALSE,66,41,25,0.621212121212121,FALSE,"FIL20_105",TRUE,"FIL20_105_D_M2_1",44.3666667585459,"Self"
"FIL30_296_M2245",FALSE,245,246,"FIL30_296_M2","FIL30_297_M2",50,5,6,1,63,62,101,93,62,194,97,0.639175257731959,18.758064516129,14.8960396039604,29.9664948453608,0.268391355264559,0.268391355264559,"FIL30_296","FIL30_296","FIL30_297","FIL30_297","...","FIL30_296","FIL30_296_M2","FIL30_296_M2-4","FIL30_296|FIL30_296_M2|FIL30_296_M2-4",121,12,109,101,18,83,36,25,11,FALSE,FALSE,91,74,17,0.813186813186813,FALSE,"FIL30_296",TRUE,"FIL30_296_M2_4",40.5244768723902,"Self","...","FIL30_297","FIL30_297_M2","FIL30_297_M2-4","FIL30_297|FIL30_297_M2|FIL30_297_M2-4",114,12,102,93,11,82,28,23,5,FALSE,FALSE,84,73,11,0.869047619047619,FALSE,"FIL30_297",TRUE,"FIL30_297_M2_4",49.9342161346782,"Self"
"FIL30_297_M2244",FALSE,246,245,"FIL30_297_M2","FIL30_296_M2",50,6,5,1,62,63,93,101,62,194,97,0.639175257731959,14.8960396039604,18.758064516129,29.9664948453608,0.268391355264559,0.268391355264559,"FIL30_297","FIL30_297","FIL30_296","FIL30_296","...","FIL30_297","FIL30_297_M2","FIL30_297_M2-4","FIL30_297|FIL30_297_M2|FIL30_297_M2-4",114,12,102,93,11,82,28,23,5,FALSE,FALSE,84,73,11,0.869047619047619,FALSE,"FIL30_297",TRUE,"FIL30_297_M2_4",49.9342161346782,"Self","...","FIL30_296","FIL30_296_M2","FIL30_296_M2-4","FIL30_296|FIL30_296_M2|FIL30_296_M2-4",121,12,109,101,18,83,36,25,11,FALSE,FALSE,91,74,17,0.813186813186813,FALSE,"FIL30_296",TRUE,"FIL30_296_M2_4",40.5244768723902,"Self"
"FIL20_199_D_M223",TRUE,22,24,"FIL20_199_D_M2","FIL20_199_F_M2",29,15,2,5,78,55,90,71,51,161,80.5,0.633540372670807,2.04929577464789,11.3,10.5116459627329,6.87902973395931,2.04929577464789,"FIL20_199","FIL20_199","FIL20_199","FIL20_199","...","FIL20_199","FIL20_199_D_M2","Fil20_199_D_M2_1","FIL20_199|FIL20_199_D_M2|Fil20_199_D_M2_1",99,13,86,90,9,81,12,12,NA,TRUE,FALSE,81,72,9,0.888888888888889,FALSE,"FIL20_199",TRUE,"FIL20_199_D_M2_1",52.613545768796,"Self","...","FIL20_199","FIL20_199_F_M2","Fil20_199_F_M2_1","FIL20_199|FIL20_199_F_M2|Fil20_199_F_M2_1",76,11,65,71,23,48,16,16,NA,TRUE,FALSE,64,41,23,0.640625,FALSE,"FIL20_199",TRUE,"FIL20_199_F_M2_1",81.1793853061629,"Self"
"FIL20_199_F_M221",TRUE,24,22,"FIL20_199_F_M2","FIL20_199_D_M2",29,2,15,5,55,78,71,90,51,161,80.5,0.633540372670807,11.3,2.04929577464789,10.5116459627329,6.87902973395931,2.04929577464789,"FIL20_199","FIL20_199","FIL20_199","FIL20_199","...","FIL20_199","FIL20_199_F_M2","Fil20_199_F_M2_1","FIL20_199|FIL20_199_F_M2|Fil20_199_F_M2_1",76,11,65,71,23,48,16,16,NA,TRUE,FALSE,64,41,23,0.640625,FALSE,"FIL20_199",TRUE,"FIL20_199_F_M2_1",81.1793853061629,"Self","...","FIL20_199","FIL20_199_D_M2","Fil20_199_D_M2_1","FIL20_199|FIL20_199_D_M2|Fil20_199_D_M2_1",99,13,86,90,9,81,12,12,NA,TRUE,FALSE,81,72,9,0.888888888888889,FALSE,"FIL20_199",TRUE,"FIL20_199_D_M2_1",52.613545768796,"Self"
"FIL30_56_B_M2512",TRUE,512,513,"FIL30_56_B_M2","FIL30_56_C_M2",40,3,8,2,77,66,91,78,53,169,84.5,0.627218934911243,15.2307692307692,6.46703296703297,19.9312130177515,0.69047619047619,0.69047619047619,"FIL30_56","FIL30_56","FIL30_56","FIL30_56","...","FIL30_56","FIL30_56_B_M2","Fil30_56_B_M2_1","FIL30_56|FIL30_56_B_M2|Fil30_56_B_M2_1",97,13,84,91,17,74,13,13,NA,TRUE,FALSE,78,62,16,0.794871794871795,FALSE,"FIL30_56",TRUE,"FIL30_56_B_M2_1",53.451204062933,"Self","...","FIL30_56","FIL30_56_C_M2","Fil30_56_C_M2_1","FIL30_56|FIL30_56_C_M2|Fil30_56_C_M2_1",86,10,76,78,13,65,11,10,1,TRUE,FALSE,68,55,13,0.808823529411765,FALSE,"FIL30_56",TRUE,"FIL30_56_C_M2_1",56.4051244018114,"Self"
"FIL30_56_C_M2511",TRUE,513,512,"FIL30_56_C_M2","FIL30_56_B_M2",40,8,3,2,66,77,78,91,53,169,84.5,0.627218934911243,6.46703296703297,15.2307692307692,19.9312130177515,0.69047619047619,0.69047619047619,"FIL30_56","FIL30_56","FIL30_56","FIL30_56","...","FIL30_56","FIL30_56_C_M2","Fil30_56_C_M2_1","FIL30_56|FIL30_56_C_M2|Fil30_56_C_M2_1",86,10,76,78,13,65,11,10,1,TRUE,FALSE,68,55,13,0.808823529411765,FALSE,"FIL30_56",TRUE,"FIL30_56_C_M2_1",56.4051244018114,"Self","...","FIL30_56","FIL30_56_B_M2","Fil30_56_B_M2_1","FIL30_56|FIL30_56_B_M2|Fil30_56_B_M2_1",97,13,84,91,17,74,13,13,NA,TRUE,FALSE,78,62,16,0.794871794871795,FALSE,"FIL30_56",TRUE,"FIL30_56_B_M2_1",53.451204062933,"Self"
"FIL20_199_B_M223",TRUE,21,24,"FIL20_199_B_M2","FIL20_199_F_M2",23,8,4,12,67,55,80,71,47,151,75.5,0.622516556291391,1.26056338028169,7.0375,12.8899006622517,11.6264084507042,1.26056338028169,"FIL20_199","FIL20_199","FIL20_199","FIL20_199","...","FIL20_199","FIL20_199_B_M2","Fil20_199_B_M2_1","FIL20_199|FIL20_199_B_M2|Fil20_199_B_M2_1",88,13,75,80,23,57,12,12,NA,TRUE,FALSE,70,49,21,0.7,FALSE,"FIL20_199",TRUE,"FIL20_199_B_M2_1",49.4836214658742,"Self","...","FIL20_199","FIL20_199_F_M2","Fil20_199_F_M2_1","FIL20_199|FIL20_199_F_M2|Fil20_199_F_M2_1",76,11,65,71,23,48,16,16,NA,TRUE,FALSE,64,41,23,0.640625,FALSE,"FIL20_199",TRUE,"FIL20_199_F_M2_1",81.1793853061629,"Self"
