"","MatSib","i","j","iSam","jSam","het_het","het_homo","homo_het","homo_homo","len_i","len_j","tot_i","tot_j","logicSum","totSum","totMean","totProp","crToIb","ibToCr","ibToIb","fs","minTest","iSam_mother","iSam_father","jSam_mother","jSam_father","""...""","mother","sample","origin","code","n_tot","n_delly","n_gatk","nr_n","nr_het","nr_homo","nr_uni","nr_uniHet","nr_uniHomo","motherDL","sampleDL","lfm_n","lfm_het","lfm_homo","lfm_hetProp","cp_logic","father","likelySelf","originMod","coverage","cp_status","""...""","mother","sample","origin","code","n_tot","n_delly","n_gatk","nr_n","nr_het","nr_homo","nr_uni","nr_uniHet","nr_uniHomo","motherDL","sampleDL","lfm_n","lfm_het","lfm_homo","lfm_hetProp","cp_logic","father","likelySelf","originMod","coverage","cp_status"
"FIL20_105_H_M24",TRUE,6,5,"FIL20_105_H_M2","FIL20_105_G_M2",11,8,7,8,51,54,61,71,34,132,66,0.515151515151515,8.02112676056338,5.27049180327869,8.90909090909091,29.3756638189795,5.27049180327869,"FIL20_105","FIL20_105","FIL20_105","FIL20_105","...","FIL20_105","FIL20_105_H_M2","Fil20_105_H_M2_1","FIL20_105|FIL20_105_H_M2|Fil20_105_H_M2_1",62,13,49,61,20,41,10,9,1,TRUE,FALSE,49,31,18,0.63265306122449,FALSE,"FIL20_105",TRUE,"FIL20_105_H_M2_1",98.9825444027362,"Self","...","FIL20_105","FIL20_105_G_M2","Fil20_105_G_M2_1","FIL20_105|FIL20_105_G_M2|Fil20_105_G_M2_1",75,11,64,71,26,45,16,16,NA,TRUE,FALSE,60,37,23,0.616666666666667,FALSE,"FIL20_105",TRUE,"FIL20_105_G_M2_1",62.051560044058,"Self"
"FIL20_47_A_M238",TRUE,36,39,"FIL20_47_A_M2","FIL20_47_E_M2",10,6,0,2,30,23,36,34,18,70,35,0.514285714285714,0.176470588235294,6.33333333333333,6.36428571428571,6.43790849673203,0.176470588235294,"FIL20_47",NA,"FIL20_47","FIL20_47","...","FIL20_47","FIL20_47_A_M2","Fil20_47_A_M2_1","FIL20_47|FIL20_47_A_M2|Fil20_47_A_M2_1",41,11,30,36,2,34,6,6,NA,TRUE,FALSE,29,27,2,0.931034482758621,FALSE,NA,FALSE,"FIL20_47_A_M2_1",45.1435609127825,"Ambiguous","...","FIL20_47","FIL20_47_E_M2","Fil20_47_E_M2_1","FIL20_47|FIL20_47_E_M2|Fil20_47_E_M2_1",39,10,29,34,12,22,11,8,3,TRUE,FALSE,28,17,11,0.607142857142857,FALSE,"FIL20_47",TRUE,"FIL20_47_E_M2_1",64.4033961061913,"Self"
"FIL20_47_E_M235",TRUE,39,36,"FIL20_47_E_M2","FIL20_47_A_M2",10,0,6,2,23,30,34,36,18,70,35,0.514285714285714,6.33333333333333,0.176470588235294,6.36428571428571,6.43790849673203,0.176470588235294,"FIL20_47","FIL20_47","FIL20_47",NA,"...","FIL20_47","FIL20_47_E_M2","Fil20_47_E_M2_1","FIL20_47|FIL20_47_E_M2|Fil20_47_E_M2_1",39,10,29,34,12,22,11,8,3,TRUE,FALSE,28,17,11,0.607142857142857,FALSE,"FIL20_47",TRUE,"FIL20_47_E_M2_1",64.4033961061913,"Self","...","FIL20_47","FIL20_47_A_M2","Fil20_47_A_M2_1","FIL20_47|FIL20_47_A_M2|Fil20_47_A_M2_1",41,11,30,36,2,34,6,6,NA,TRUE,FALSE,29,27,2,0.931034482758621,FALSE,NA,FALSE,"FIL20_47_A_M2_1",45.1435609127825,"Ambiguous"
"FIL30_164_M2196",FALSE,117,197,"FIL30_164_M2","FIL30_249_M2",31,19,0,0,54,50,112,84,50,196,98,0.510204081632653,2.10714285714286,19.7410714285714,25.0204081632653,14.0416666666667,2.10714285714286,"FIL30_164",NA,"FIL30_249","FIL30_249","...","FIL30_164","FIL30_164_M2","FIL30_164_M2-3","FIL30_164|FIL30_164_M2|FIL30_164_M2-3",137,32,105,112,NA,112,50,50,NA,FALSE,FALSE,93,93,NA,1,TRUE,NA,FALSE,"FIL30_164_M2_3",30.8929724051248,"Cross","...","FIL30_249","FIL30_249_M2","FIL30_249_M2-4","FIL30_249|FIL30_249_M2|FIL30_249_M2-4",101,13,88,84,21,63,29,27,2,FALSE,FALSE,74,58,16,0.783783783783784,FALSE,"FIL30_249",TRUE,"FIL30_249_M2_4",39.3558664887965,"Self"
"FIL30_249_M2116",FALSE,197,117,"FIL30_249_M2","FIL30_164_M2",31,0,19,0,50,54,84,112,50,196,98,0.510204081632653,19.7410714285714,2.10714285714286,25.0204081632653,14.0416666666667,2.10714285714286,"FIL30_249","FIL30_249","FIL30_164",NA,"...","FIL30_249","FIL30_249_M2","FIL30_249_M2-4","FIL30_249|FIL30_249_M2|FIL30_249_M2-4",101,13,88,84,21,63,29,27,2,FALSE,FALSE,74,58,16,0.783783783783784,FALSE,"FIL30_249",TRUE,"FIL30_249_M2_4",39.3558664887965,"Self","...","FIL30_164","FIL30_164_M2","FIL30_164_M2-3","FIL30_164|FIL30_164_M2|FIL30_164_M2-3",137,32,105,112,NA,112,50,50,NA,FALSE,FALSE,93,93,NA,1,TRUE,NA,FALSE,"FIL30_164_M2_3",30.8929724051248,"Cross"
"FIL20_105_A_M24",TRUE,1,5,"FIL20_105_A_M2","FIL20_105_G_M2",12,13,4,11,61,54,86,71,40,157,78.5,0.509554140127389,5.86619718309859,17.1395348837209,17.015127388535,37.9051752374713,5.86619718309859,"FIL20_105","FIL20_105","FIL20_105","FIL20_105","...","FIL20_105","FIL20_105_A_M2","Fil20_105_A_M2_1","FIL20_105|FIL20_105_A_M2|Fil20_105_A_M2_1",90,11,79,86,25,61,24,24,NA,TRUE,FALSE,77,53,24,0.688311688311688,FALSE,"FIL20_105",TRUE,"FIL20_105_A_M2_1",56.0546034905925,"Self","...","FIL20_105","FIL20_105_G_M2","Fil20_105_G_M2_1","FIL20_105|FIL20_105_G_M2|Fil20_105_G_M2_1",75,11,64,71,26,45,16,16,NA,TRUE,FALSE,60,37,23,0.616666666666667,FALSE,"FIL20_105",TRUE,"FIL20_105_G_M2_1",62.051560044058,"Self"
"FIL20_105_G_M2",TRUE,5,1,"FIL20_105_G_M2","FIL20_105_A_M2",12,4,13,11,54,61,71,86,40,157,78.5,0.509554140127389,17.1395348837209,5.86619718309859,17.015127388535,37.9051752374713,5.86619718309859,"FIL20_105","FIL20_105","FIL20_105","FIL20_105","...","FIL20_105","FIL20_105_G_M2","Fil20_105_G_M2_1","FIL20_105|FIL20_105_G_M2|Fil20_105_G_M2_1",75,11,64,71,26,45,16,16,NA,TRUE,FALSE,60,37,23,0.616666666666667,FALSE,"FIL20_105",TRUE,"FIL20_105_G_M2_1",62.051560044058,"Self","...","FIL20_105","FIL20_105_A_M2","Fil20_105_A_M2_1","FIL20_105|FIL20_105_A_M2|Fil20_105_A_M2_1",90,11,79,86,25,61,24,24,NA,TRUE,FALSE,77,53,24,0.688311688311688,FALSE,"FIL20_105",TRUE,"FIL20_105_A_M2_1",56.0546034905925,"Self"
"FIL30_340_M2298",FALSE,295,299,"FIL30_340_M2","FIL30_344_M2",17,24,0,3,50,58,101,72,44,173,86.5,0.508670520231214,14.0416666666667,25.0841584158416,28.1004335260116,32.2505500550055,14.0416666666667,"FIL30_340",NA,"FIL30_344","FIL30_344","...","FIL30_340","FIL30_340_M2","FIL30.340.M2","FIL30_340|FIL30_340_M2|FIL30.340.M2",114,34,80,101,4,97,47,47,NA,FALSE,FALSE,74,70,4,0.945945945945946,FALSE,NA,FALSE,"FIL30_340_M2",34.6266959729453,"Ambiguous","...","FIL30_344","FIL30_344_M2","FIL30.344.M2","FIL30_344|FIL30_344_M2|FIL30.344.M2",90,38,52,72,31,41,11,9,2,FALSE,FALSE,46,20,26,0.434782608695652,FALSE,"FIL30_344",TRUE,"FIL30_344_M2",44.7593891779478,"Self"
"FIL30_344_M2294",FALSE,299,295,"FIL30_344_M2","FIL30_340_M2",17,0,24,3,58,50,72,101,44,173,86.5,0.508670520231214,25.0841584158416,14.0416666666667,28.1004335260116,32.2505500550055,14.0416666666667,"FIL30_344","FIL30_344","FIL30_340",NA,"...","FIL30_344","FIL30_344_M2","FIL30.344.M2","FIL30_344|FIL30_344_M2|FIL30.344.M2",90,38,52,72,31,41,11,9,2,FALSE,FALSE,46,20,26,0.434782608695652,FALSE,"FIL30_344",TRUE,"FIL30_344_M2",44.7593891779478,"Self","...","FIL30_340","FIL30_340_M2","FIL30.340.M2","FIL30_340|FIL30_340_M2|FIL30.340.M2",114,34,80,101,4,97,47,47,NA,FALSE,FALSE,74,70,4,0.945945945945946,FALSE,NA,FALSE,"FIL30_340_M2",34.6266959729453,"Ambiguous"
"FIL20_97_C_M249",TRUE,48,50,"FIL20_97_C_M2","FIL20_97_F_M2",9,3,8,0,28,28,36,43,20,79,39.5,0.506329113924051,4.40697674418605,1.41666666666667,6.86550632911392,11.7674418604651,1.41666666666667,"FIL20_97","FIL20_97","FIL20_97",NA,"...","FIL20_97","FIL20_97_C_M2","Fil20_97_C_M2_1","FIL20_97|FIL20_97_C_M2|Fil20_97_C_M2_1",38,4,34,36,9,27,8,8,NA,TRUE,FALSE,33,24,9,0.727272727272727,FALSE,"FIL20_97",TRUE,"FIL20_97_C_M2_1",56.6952431377555,"Self","...","FIL20_97","FIL20_97_F_M2","Fil20_97_F_M2_1","FIL20_97|FIL20_97_F_M2|Fil20_97_F_M2_1",52,17,35,43,6,37,14,14,NA,TRUE,FALSE,34,31,3,0.911764705882353,FALSE,NA,FALSE,"FIL20_97_F_M2_1",39.6351090534377,"Ambiguous"
"FIL20_97_F_M247",TRUE,50,48,"FIL20_97_F_M2","FIL20_97_C_M2",9,8,3,0,28,28,43,36,20,79,39.5,0.506329113924051,1.41666666666667,4.40697674418605,6.86550632911392,11.7674418604651,1.41666666666667,"FIL20_97",NA,"FIL20_97","FIL20_97","...","FIL20_97","FIL20_97_F_M2","Fil20_97_F_M2_1","FIL20_97|FIL20_97_F_M2|Fil20_97_F_M2_1",52,17,35,43,6,37,14,14,NA,TRUE,FALSE,34,31,3,0.911764705882353,FALSE,NA,FALSE,"FIL20_97_F_M2_1",39.6351090534377,"Ambiguous","...","FIL20_97","FIL20_97_C_M2","Fil20_97_C_M2_1","FIL20_97|FIL20_97_C_M2|Fil20_97_C_M2_1",38,4,34,36,9,27,8,8,NA,TRUE,FALSE,33,24,9,0.727272727272727,FALSE,"FIL20_97",TRUE,"FIL20_97_C_M2_1",56.6952431377555,"Self"
"FIL30_251_M2201",FALSE,200,202,"FIL30_251_M2","FIL30_253_M2",52,0,13,0,69,69,118,139,65,257,128.5,0.505836575875486,23.8597122302158,6.33898305084746,37.3944552529183,5.23698329472016,5.23698329472016,"FIL30_251","FIL30_251","FIL30_253",NA,"...","FIL30_251","FIL30_251_M2","FIL30_251_M2-4","FIL30_251|FIL30_251_M2|FIL30_251_M2-4",128,30,98,118,18,100,46,41,5,FALSE,FALSE,93,75,18,0.806451612903226,FALSE,"FIL30_251",TRUE,"FIL30_251_M2_4",28.7699829386196,"Self","...","FIL30_253","FIL30_253_M2","FIL30_253_M2-4","FIL30_253|FIL30_253_M2|FIL30_253_M2-4",149,23,126,139,NA,139,67,67,NA,FALSE,FALSE,120,120,NA,1,TRUE,NA,FALSE,"FIL30_253_M2_4",38.6540636500588,"Cross"
"FIL30_253_M2199",FALSE,202,200,"FIL30_253_M2","FIL30_251_M2",52,13,0,0,69,69,139,118,65,257,128.5,0.505836575875486,6.33898305084746,23.8597122302158,37.3944552529183,5.23698329472016,5.23698329472016,"FIL30_253",NA,"FIL30_251","FIL30_251","...","FIL30_253","FIL30_253_M2","FIL30_253_M2-4","FIL30_253|FIL30_253_M2|FIL30_253_M2-4",149,23,126,139,NA,139,67,67,NA,FALSE,FALSE,120,120,NA,1,TRUE,NA,FALSE,"FIL30_253_M2_4",38.6540636500588,"Cross","...","FIL30_251","FIL30_251_M2","FIL30_251_M2-4","FIL30_251|FIL30_251_M2|FIL30_251_M2-4",128,30,98,118,18,100,46,41,5,FALSE,FALSE,93,75,18,0.806451612903226,FALSE,"FIL30_251",TRUE,"FIL30_251_M2_4",28.7699829386196,"Self"
"FIL20_25_H_M234",TRUE,33,35,"FIL20_25_H_M2","FIL20_25_J_M2",19,1,6,1,32,32,59,48,27,107,53.5,0.504672897196262,6.6875,1.51694915254237,10.7418224299065,4.77895480225989,1.51694915254237,"FIL20_25","FIL20_25","FIL20_25","FIL20_25","...","FIL20_25","FIL20_25_H_M2","Fil20_25_H_M2_1","FIL20_25|FIL20_25_H_M2|Fil20_25_H_M2_1",68,8,60,59,7,52,26,26,NA,TRUE,FALSE,53,46,7,0.867924528301887,FALSE,"FIL20_25",TRUE,"FIL20_25_H_M2_1",46.7178870795211,"Self","...","FIL20_25","FIL20_25_J_M2","Fil20_25_J_M2_1","FIL20_25|FIL20_25_J_M2|Fil20_25_J_M2_1",55,4,51,48,5,43,15,14,1,TRUE,FALSE,44,39,5,0.886363636363636,FALSE,"FIL20_25",TRUE,"FIL20_25_J_M2_1",75.0908713374202,"Self"
"FIL20_25_J_M232",TRUE,35,33,"FIL20_25_J_M2","FIL20_25_H_M2",19,6,1,1,32,32,48,59,27,107,53.5,0.504672897196262,1.51694915254237,6.6875,10.7418224299065,4.77895480225989,1.51694915254237,"FIL20_25","FIL20_25","FIL20_25","FIL20_25","...","FIL20_25","FIL20_25_J_M2","Fil20_25_J_M2_1","FIL20_25|FIL20_25_J_M2|Fil20_25_J_M2_1",55,4,51,48,5,43,15,14,1,TRUE,FALSE,44,39,5,0.886363636363636,FALSE,"FIL20_25",TRUE,"FIL20_25_J_M2_1",75.0908713374202,"Self","...","FIL20_25","FIL20_25_H_M2","Fil20_25_H_M2_1","FIL20_25|FIL20_25_H_M2|Fil20_25_H_M2_1",68,8,60,59,7,52,26,26,NA,TRUE,FALSE,53,46,7,0.867924528301887,FALSE,"FIL20_25",TRUE,"FIL20_25_H_M2_1",46.7178870795211,"Self"
"FIL20_97_B_M248",TRUE,47,49,"FIL20_97_B_M2","FIL20_97_D_M2",11,2,6,3,29,31,43,45,22,88,44,0.5,5.1,0.965116279069768,5.15909090909091,11.005684754522,0.965116279069768,"FIL20_97","FIL20_97","FIL20_97","FIL20_97","...","FIL20_97","FIL20_97_B_M2","Fil20_97_B_M2_1","FIL20_97|FIL20_97_B_M2|Fil20_97_B_M2_1",62,12,50,43,11,32,13,13,NA,TRUE,FALSE,37,26,11,0.702702702702703,FALSE,"FIL20_97",TRUE,"FIL20_97_B_M2_1",62.2287158380449,"Self","...","FIL20_97","FIL20_97_D_M2","Fil20_97_D_M2_1","FIL20_97|FIL20_97_D_M2|Fil20_97_D_M2_1",51,13,38,45,5,40,14,14,NA,TRUE,FALSE,38,33,5,0.868421052631579,FALSE,"FIL20_97",TRUE,"FIL20_97_D_M2_1",42.2971916099541,"Self"
"FIL20_97_D_M246",TRUE,49,47,"FIL20_97_D_M2","FIL20_97_B_M2",11,6,2,3,31,29,45,43,22,88,44,0.5,0.965116279069768,5.1,5.15909090909091,11.005684754522,0.965116279069768,"FIL20_97","FIL20_97","FIL20_97","FIL20_97","...","FIL20_97","FIL20_97_D_M2","Fil20_97_D_M2_1","FIL20_97|FIL20_97_D_M2|Fil20_97_D_M2_1",51,13,38,45,5,40,14,14,NA,TRUE,FALSE,38,33,5,0.868421052631579,FALSE,"FIL20_97",TRUE,"FIL20_97_D_M2_1",42.2971916099541,"Self","...","FIL20_97","FIL20_97_B_M2","Fil20_97_B_M2_1","FIL20_97|FIL20_97_B_M2|Fil20_97_B_M2_1",62,12,50,43,11,32,13,13,NA,TRUE,FALSE,37,26,11,0.702702702702703,FALSE,"FIL20_97",TRUE,"FIL20_97_B_M2_1",62.2287158380449,"Self"
"FIL20_97_D_M249",TRUE,49,50,"FIL20_97_D_M2","FIL20_97_F_M2",15,3,4,0,31,28,45,43,22,88,44,0.5,2.45348837209302,1.63333333333333,7.75,4.46511627906977,1.63333333333333,"FIL20_97","FIL20_97","FIL20_97",NA,"...","FIL20_97","FIL20_97_D_M2","Fil20_97_D_M2_1","FIL20_97|FIL20_97_D_M2|Fil20_97_D_M2_1",51,13,38,45,5,40,14,14,NA,TRUE,FALSE,38,33,5,0.868421052631579,FALSE,"FIL20_97",TRUE,"FIL20_97_D_M2_1",42.2971916099541,"Self","...","FIL20_97","FIL20_97_F_M2","Fil20_97_F_M2_1","FIL20_97|FIL20_97_F_M2|Fil20_97_F_M2_1",52,17,35,43,6,37,14,14,NA,TRUE,FALSE,34,31,3,0.911764705882353,FALSE,NA,FALSE,"FIL20_97_F_M2_1",39.6351090534377,"Ambiguous"
"FIL20_97_F_M248",TRUE,50,49,"FIL20_97_F_M2","FIL20_97_D_M2",15,4,3,0,28,31,43,45,22,88,44,0.5,1.63333333333333,2.45348837209302,7.75,4.46511627906977,1.63333333333333,"FIL20_97",NA,"FIL20_97","FIL20_97","...","FIL20_97","FIL20_97_F_M2","Fil20_97_F_M2_1","FIL20_97|FIL20_97_F_M2|Fil20_97_F_M2_1",52,17,35,43,6,37,14,14,NA,TRUE,FALSE,34,31,3,0.911764705882353,FALSE,NA,FALSE,"FIL20_97_F_M2_1",39.6351090534377,"Ambiguous","...","FIL20_97","FIL20_97_D_M2","Fil20_97_D_M2_1","FIL20_97|FIL20_97_D_M2|Fil20_97_D_M2_1",51,13,38,45,5,40,14,14,NA,TRUE,FALSE,38,33,5,0.868421052631579,FALSE,"FIL20_97",TRUE,"FIL20_97_D_M2_1",42.2971916099541,"Self"
"FIL30_606_M2564",FALSE,564,565,"FIL30_606_M2","FIL30_607_M2",25,9,10,9,57,61,101,112,53,213,106.5,0.497652582159624,9.08035714285715,5.0049504950495,10.8045774647887,30.0369519094767,5.0049504950495,"FIL30_606","FIL30_606","FIL30_607","FIL30_607","...","FIL30_606","FIL30_606_M2","FIL30.606.M2","FIL30_606|FIL30_606_M2|FIL30.606.M2",110,24,86,101,34,67,42,29,13,FALSE,FALSE,82,51,31,0.621951219512195,FALSE,"FIL30_606",TRUE,"FIL30_606_M2",38.2227166855199,"Self","...","FIL30_607","FIL30_607_M2","FIL30.607.M2","FIL30_607|FIL30_607_M2|FIL30.607.M2",141,52,89,112,25,87,38,34,4,FALSE,FALSE,84,63,21,0.75,FALSE,"FIL30_607",TRUE,"FIL30_607_M2",44.8024647633996,"Self"
"FIL30_607_M2563",FALSE,565,564,"FIL30_607_M2","FIL30_606_M2",25,10,9,9,61,57,112,101,53,213,106.5,0.497652582159624,5.0049504950495,9.08035714285715,10.8045774647887,30.0369519094767,5.0049504950495,"FIL30_607","FIL30_607","FIL30_606","FIL30_606","...","FIL30_607","FIL30_607_M2","FIL30.607.M2","FIL30_607|FIL30_607_M2|FIL30.607.M2",141,52,89,112,25,87,38,34,4,FALSE,FALSE,84,63,21,0.75,FALSE,"FIL30_607",TRUE,"FIL30_607_M2",44.8024647633996,"Self","...","FIL30_606","FIL30_606_M2","FIL30.606.M2","FIL30_606|FIL30_606_M2|FIL30.606.M2",110,24,86,101,34,67,42,29,13,FALSE,FALSE,82,51,31,0.621951219512195,FALSE,"FIL30_606",TRUE,"FIL30_606_M2",38.2227166855199,"Self"
"FIL20_25_E_M233",TRUE,30,34,"FIL20_25_E_M2","FIL20_25_I_M2",16,8,4,2,39,40,61,60,30,121,60.5,0.495867768595041,1.2,4.66393442622951,6.79648760330579,13.4267759562842,1.2,"FIL20_25","FIL20_25","FIL20_25","FIL20_25","...","FIL20_25","FIL20_25_E_M2","Fil20_25_E_M2_1","FIL20_25|FIL20_25_E_M2|Fil20_25_E_M2_1",72,4,68,61,6,55,21,21,NA,TRUE,FALSE,57,51,6,0.894736842105263,FALSE,"FIL20_25",TRUE,"FIL20_25_E_M2_1",49.3165830227906,"Self","...","FIL20_25","FIL20_25_I_M2","Fil20_25_I_M2_1","FIL20_25|FIL20_25_I_M2|Fil20_25_I_M2_1",69,4,65,60,18,42,19,16,3,TRUE,FALSE,56,38,18,0.678571428571429,FALSE,"FIL20_25",TRUE,"FIL20_25_I_M2_1",61.8181587370858,"Self"
"FIL20_25_I_M229",TRUE,34,30,"FIL20_25_I_M2","FIL20_25_E_M2",16,4,8,2,40,39,60,61,30,121,60.5,0.495867768595041,4.66393442622951,1.2,6.79648760330579,13.4267759562842,1.2,"FIL20_25","FIL20_25","FIL20_25","FIL20_25","...","FIL20_25","FIL20_25_I_M2","Fil20_25_I_M2_1","FIL20_25|FIL20_25_I_M2|Fil20_25_I_M2_1",69,4,65,60,18,42,19,16,3,TRUE,FALSE,56,38,18,0.678571428571429,FALSE,"FIL20_25",TRUE,"FIL20_25_I_M2_1",61.8181587370858,"Self","...","FIL20_25","FIL20_25_E_M2","Fil20_25_E_M2_1","FIL20_25|FIL20_25_E_M2|Fil20_25_E_M2_1",72,4,68,61,6,55,21,21,NA,TRUE,FALSE,57,51,6,0.894736842105263,FALSE,"FIL20_25",TRUE,"FIL20_25_E_M2_1",49.3165830227906,"Self"
"FIL30_109_H_M264",TRUE,64,65,"FIL30_109_H_M2","FIL30_109_I_M2",31,0,18,0,65,83,87,111,49,198,99,0.494949494949495,19.472972972973,0.982758620689655,25.0075757575758,14.4072693383038,0.982758620689655,"FIL30_109","FIL30_109","FIL30_109",NA,"...","FIL30_109","FIL30_109_H_M2","Fil30_109_H_M2_1","FIL30_109|FIL30_109_H_M2|Fil30_109_H_M2_1",95,14,81,87,23,64,22,22,NA,TRUE,FALSE,76,53,23,0.697368421052632,FALSE,"FIL30_109",TRUE,"FIL30_109_H_M2_1",54.1877348169545,"Self","...","FIL30_109","FIL30_109_I_M2","Fil30_109_I_M2_1","FIL30_109|FIL30_109_I_M2|Fil30_109_I_M2_1",118,19,99,111,NA,111,28,28,NA,TRUE,FALSE,95,95,NA,1,TRUE,NA,FALSE,"FIL30_109_I_M2_1",43.8845288833108,"Cross"
"FIL30_109_I_M263",TRUE,65,64,"FIL30_109_I_M2","FIL30_109_H_M2",31,18,0,0,83,65,111,87,49,198,99,0.494949494949495,0.982758620689655,19.472972972973,25.0075757575758,14.4072693383038,0.982758620689655,"FIL30_109",NA,"FIL30_109","FIL30_109","...","FIL30_109","FIL30_109_I_M2","Fil30_109_I_M2_1","FIL30_109|FIL30_109_I_M2|Fil30_109_I_M2_1",118,19,99,111,NA,111,28,28,NA,TRUE,FALSE,95,95,NA,1,TRUE,NA,FALSE,"FIL30_109_I_M2_1",43.8845288833108,"Cross","...","FIL30_109","FIL30_109_H_M2","Fil30_109_H_M2_1","FIL30_109|FIL30_109_H_M2|Fil30_109_H_M2_1",95,14,81,87,23,64,22,22,NA,TRUE,FALSE,76,53,23,0.697368421052632,FALSE,"FIL30_109",TRUE,"FIL30_109_H_M2_1",54.1877348169545,"Self"
"FIL20_25_A_M231",TRUE,29,32,"FIL20_25_A_M2","FIL20_25_G_M2",9,5,6,3,34,36,50,43,23,93,46.5,0.494623655913978,2.63953488372093,4.18,4.29435483870968,17.5074418604651,2.63953488372093,"FIL20_25","FIL20_25","FIL20_25","FIL20_25","...","FIL20_25","FIL20_25_A_M2","Fil20_25_A_M2_1","FIL20_25|FIL20_25_A_M2|Fil20_25_A_M2_1",59,5,54,50,14,36,15,13,2,TRUE,FALSE,45,34,11,0.755555555555556,FALSE,"FIL20_25",TRUE,"FIL20_25_A_M2_1",56.9388111234489,"Self","...","FIL20_25","FIL20_25_G_M2","Fil20_25_G_M2_1","FIL20_25|FIL20_25_G_M2|Fil20_25_G_M2_1",51,5,46,43,11,32,7,7,NA,TRUE,FALSE,38,29,9,0.763157894736842,FALSE,"FIL20_25",TRUE,"FIL20_25_G_M2_1",42.1896035005749,"Self"
"FIL20_25_G_M228",TRUE,32,29,"FIL20_25_G_M2","FIL20_25_A_M2",9,6,5,3,36,34,43,50,23,93,46.5,0.494623655913978,4.18,2.63953488372093,4.29435483870968,17.5074418604651,2.63953488372093,"FIL20_25","FIL20_25","FIL20_25","FIL20_25","...","FIL20_25","FIL20_25_G_M2","Fil20_25_G_M2_1","FIL20_25|FIL20_25_G_M2|Fil20_25_G_M2_1",51,5,46,43,11,32,7,7,NA,TRUE,FALSE,38,29,9,0.763157894736842,FALSE,"FIL20_25",TRUE,"FIL20_25_G_M2_1",42.1896035005749,"Self","...","FIL20_25","FIL20_25_A_M2","Fil20_25_A_M2_1","FIL20_25|FIL20_25_A_M2|Fil20_25_A_M2_1",59,5,54,50,14,36,15,13,2,TRUE,FALSE,45,34,11,0.755555555555556,FALSE,"FIL20_25",TRUE,"FIL20_25_A_M2_1",56.9388111234489,"Self"
"FIL20_47_C_M238",TRUE,38,39,"FIL20_47_C_M2","FIL20_47_E_M2",9,3,3,4,39,23,43,34,19,77,38.5,0.493506493506494,1.73529411764706,4.40697674418605,4.9788961038961,11.0321477428181,1.73529411764706,"FIL20_47","FIL20_47","FIL20_47","FIL20_47","...","FIL20_47","FIL20_47_C_M2","Fil20_47_C_M2_1","FIL20_47|FIL20_47_C_M2|Fil20_47_C_M2_1",52,19,33,43,7,36,4,4,NA,TRUE,FALSE,32,27,5,0.84375,FALSE,"FIL20_47",TRUE,"FIL20_47_C_M2_1",52.2542175930581,"Self","...","FIL20_47","FIL20_47_E_M2","Fil20_47_E_M2_1","FIL20_47|FIL20_47_E_M2|Fil20_47_E_M2_1",39,10,29,34,12,22,11,8,3,TRUE,FALSE,28,17,11,0.607142857142857,FALSE,"FIL20_47",TRUE,"FIL20_47_E_M2_1",64.4033961061913,"Self"
"FIL20_47_E_M237",TRUE,39,38,"FIL20_47_E_M2","FIL20_47_C_M2",9,3,3,4,23,39,34,43,19,77,38.5,0.493506493506494,4.40697674418605,1.73529411764706,4.9788961038961,11.0321477428181,1.73529411764706,"FIL20_47","FIL20_47","FIL20_47","FIL20_47","...","FIL20_47","FIL20_47_E_M2","Fil20_47_E_M2_1","FIL20_47|FIL20_47_E_M2|Fil20_47_E_M2_1",39,10,29,34,12,22,11,8,3,TRUE,FALSE,28,17,11,0.607142857142857,FALSE,"FIL20_47",TRUE,"FIL20_47_E_M2_1",64.4033961061913,"Self","...","FIL20_47","FIL20_47_C_M2","Fil20_47_C_M2_1","FIL20_47|FIL20_47_C_M2|Fil20_47_C_M2_1",52,19,33,43,7,36,4,4,NA,TRUE,FALSE,32,27,5,0.84375,FALSE,"FIL20_47",TRUE,"FIL20_47_C_M2_1",52.2542175930581,"Self"
"FIL20_105_C_M24",TRUE,3,5,"FIL20_105_C_M2","FIL20_105_G_M2",12,10,5,10,64,54,82,71,37,153,76.5,0.483660130718954,6.03521126760563,14.0975609756098,14.5122549019608,36.0685331501202,6.03521126760563,"FIL20_105","FIL20_105","FIL20_105","FIL20_105","...","FIL20_105","FIL20_105_C_M2","Fil20_105_C_M2_1","FIL20_105|FIL20_105_C_M2|Fil20_105_C_M2_1",84,15,69,82,27,55,18,17,1,TRUE,FALSE,68,42,26,0.617647058823529,FALSE,"FIL20_105",TRUE,"FIL20_105_C_M2_1",94.5350828300937,"Self","...","FIL20_105","FIL20_105_G_M2","Fil20_105_G_M2_1","FIL20_105|FIL20_105_G_M2|Fil20_105_G_M2_1",75,11,64,71,26,45,16,16,NA,TRUE,FALSE,60,37,23,0.616666666666667,FALSE,"FIL20_105",TRUE,"FIL20_105_G_M2_1",62.051560044058,"Self"
