"","mother","sample","origin","code","n_tot","n_delly","n_gatk","nr_n","nr_het","nr_homo","nr_uni","nr_uniHet","nr_uniHomo","motherDL","sampleDL","lfm_n","lfm_het","lfm_homo","lfm_hetProp","cp_logic","father","likelySelf","originMod","coverage","cp_status"
"2186","FIL30_138","FIL30_138_M2","FIL30_138_M2-3","FIL30_138|FIL30_138_M2|FIL30_138_M2-3",92,23,69,83,21,62,72,54,18,FALSE,FALSE,68,52,16,0.764705882352941,FALSE,"FIL30_138",TRUE,"FIL30_138_M2_3",48.3769348491573,"Self"
"231","FIL30_139","FIL30_139_M2","FIL30_139_M2-3","FIL30_139|FIL30_139_M2|FIL30_139_M2-3",118,29,89,103,21,82,60,48,12,FALSE,FALSE,82,61,21,0.74390243902439,FALSE,"FIL30_139",TRUE,"FIL30_139_M2_3",33.5744084598014,"Self"
"579","FIL30_14","FIL30_14_M2","FIL30_14_M2-2","FIL30_14|FIL30_14_M2|FIL30_14_M2-2",90,9,81,86,53,33,60,29,31,FALSE,FALSE,79,30,49,0.379746835443038,FALSE,"FIL30_14",TRUE,"FIL30_14_M2_2",61.1674654725273,"Self"
"2337","FIL30_140","FIL30_140_M2","FIL30_140_M2-3","FIL30_140|FIL30_140_M2|FIL30_140_M2-3",114,36,78,84,24,60,64,44,20,FALSE,FALSE,61,41,20,0.672131147540984,FALSE,"FIL30_140",TRUE,"FIL30_140_M2_3",59.1824087929636,"Self"
"93","FIL30_142","FIL30_142_M2","FIL30_142_M2-3","FIL30_142|FIL30_142_M2|FIL30_142_M2-3",102,18,84,95,16,79,84,71,13,FALSE,FALSE,82,67,15,0.817073170731707,FALSE,"FIL30_142",TRUE,"FIL30_142_M2_3",41.7524096380192,"Self"
"3114","FIL30_143","FIL30_143_M2","FIL30_143_M2-3","FIL30_143|FIL30_143_M2|FIL30_143_M2-3",60,10,50,50,14,36,41,27,14,FALSE,FALSE,43,30,13,0.697674418604651,FALSE,"FIL30_143",TRUE,"FIL30_143_M2_3",49.1236737530081,"Self"
"209","FIL30_144","FIL30_144_M2","FIL30_144_M2-3","FIL30_144|FIL30_144_M2|FIL30_144_M2-3",89,13,76,84,29,55,75,48,27,FALSE,FALSE,74,47,27,0.635135135135135,FALSE,"FIL30_144",TRUE,"FIL30_144_M2_3",48.7722965907194,"Self"
"1703","FIL30_145","FIL30_145_M2","FIL30_145_M2-3","FIL30_145|FIL30_145_M2|FIL30_145_M2-3",113,32,81,96,20,76,83,65,18,FALSE,FALSE,77,57,20,0.74025974025974,FALSE,"FIL30_145",TRUE,"FIL30_145_M2_3",42.3655521987767,"Self"
"970","FIL30_146","FIL30_146_M2","FIL30_146_M2-3","FIL30_146|FIL30_146_M2|FIL30_146_M2-3",82,15,67,80,30,50,77,47,30,FALSE,FALSE,67,41,26,0.611940298507463,FALSE,"FIL30_146",TRUE,"FIL30_146_M2_3",48.2064916396889,"Self"
"398","FIL30_147","FIL30_147_M2","FIL30_147_M2-3","FIL30_147|FIL30_147_M2|FIL30_147_M2-3",132,34,98,117,NA,117,59,59,NA,FALSE,FALSE,96,96,NA,1,TRUE,NA,FALSE,"FIL30_147_M2_3",45.86272318236,"Cross"
"329","FIL30_148","FIL30_148_M2","FIL30_148_M2-3","FIL30_148|FIL30_148_M2|FIL30_148_M2-3",118,23,95,108,NA,108,67,67,NA,FALSE,FALSE,89,89,NA,1,TRUE,NA,FALSE,"FIL30_148_M2_3",44.9341110340963,"Cross"
"555","FIL30_149","FIL30_149_M2","FIL30_149_M2-3","FIL30_149|FIL30_149_M2|FIL30_149_M2-3",107,21,86,98,30,68,88,60,28,FALSE,FALSE,78,53,25,0.67948717948718,FALSE,"FIL30_149",TRUE,"FIL30_149_M2_3",45.2269660091023,"Self"
"1231","FIL30_15","FIL30_15_M2","FIL30_15_M2-3","FIL30_15|FIL30_15_M2|FIL30_15_M2-3",80,11,69,76,21,55,68,49,19,FALSE,FALSE,66,50,16,0.757575757575758,FALSE,"FIL30_15",TRUE,"FIL30_15_M2_3",42.6528531204316,"Self"
"2183","FIL30_150","FIL30_150_M2","FIL30_150_M2-3","FIL30_150|FIL30_150_M2|FIL30_150_M2-3",129,20,109,116,13,103,104,91,13,FALSE,FALSE,100,89,11,0.89,FALSE,"FIL30_150",TRUE,"FIL30_150_M2_3",35.4901064954332,"Self"
"1355","FIL30_151","FIL30_151_M2","FIL30_151_M2-3","FIL30_151|FIL30_151_M2|FIL30_151_M2-3",98,11,87,86,18,68,44,34,10,FALSE,FALSE,76,58,18,0.763157894736842,FALSE,"FIL30_151",TRUE,"FIL30_151_M2_3",43.2199211909817,"Self"
"11","FIL30_153","FIL30_153_M2","FIL30_153_M2-3","FIL30_153|FIL30_153_M2|FIL30_153_M2-3",95,23,72,89,9,80,81,73,8,FALSE,FALSE,72,64,8,0.888888888888889,FALSE,"FIL30_153",TRUE,"FIL30_153_M2_3",37.1761074263801,"Self"
"993","FIL30_154","FIL30_154_M2","FIL30_154_M2-3","FIL30_154|FIL30_154_M2|FIL30_154_M2-3",100,14,86,93,13,80,85,73,12,FALSE,FALSE,80,67,13,0.8375,FALSE,"FIL30_154",TRUE,"FIL30_154_M2_3",43.7473251057984,"Self"
"173","FIL30_155","FIL30_155_M2","FIL30_155_M2-3","FIL30_155|FIL30_155_M2|FIL30_155_M2-3",189,22,167,159,48,111,130,85,45,FALSE,FALSE,139,97,42,0.697841726618705,FALSE,"FIL30_155",TRUE,"FIL30_155_M2_3",32.8138305871687,"Self"
"1348","FIL30_157","FIL30_157_M2","FIL30_157_M2-3","FIL30_157|FIL30_157_M2|FIL30_157_M2-3",86,21,65,74,21,53,66,45,21,FALSE,FALSE,57,41,16,0.719298245614035,FALSE,"FIL30_157",TRUE,"FIL30_157_M2_3",44.4286028399773,"Self"
"2935","FIL30_158","FIL30_158_M2","FIL30_158_M2-3","FIL30_158|FIL30_158_M2|FIL30_158_M2-3",83,15,68,78,22,56,30,24,6,FALSE,FALSE,64,43,21,0.671875,FALSE,"FIL30_158",TRUE,"FIL30_158_M2_3",42.8435692976333,"Self"
"821","FIL30_159","FIL30_159_M2","FIL30.159.M2","FIL30_159|FIL30_159_M2|FIL30.159.M2",116,18,98,100,NA,100,90,90,NA,FALSE,FALSE,82,82,NA,1,TRUE,NA,FALSE,"FIL30_159_M2",64.3054243589114,"Cross"
"693","FIL30_16","FIL30_16_M2","FIL30_16_M2-2","FIL30_16|FIL30_16_M2|FIL30_16_M2-2",87,8,79,83,41,42,78,40,38,FALSE,FALSE,76,38,38,0.5,FALSE,"FIL30_16",TRUE,"FIL30_16_M2_2",46.4300004853474,"Self"
"1290","FIL30_160","FIL30_160_M2","FIL30_160_M2-3","FIL30_160|FIL30_160_M2|FIL30_160_M2-3",74,11,63,73,36,37,70,35,35,FALSE,FALSE,63,29,34,0.46031746031746,FALSE,"FIL30_160",TRUE,"FIL30_160_M2_3",52.0163168129946,"Self"
"1082","FIL30_161","FIL30_161_M2","FIL30_161_M2-3","FIL30_161|FIL30_161_M2|FIL30_161_M2-3",118,35,83,106,NA,106,90,90,NA,FALSE,FALSE,79,79,NA,1,TRUE,NA,FALSE,"FIL30_161_M2_3",32.8293357419181,"Cross"
"2189","FIL30_162","FIL30_162_M2","FIL30_162_M2-3","FIL30_162|FIL30_162_M2|FIL30_162_M2-3",82,6,76,80,1,79,1,1,NA,FALSE,FALSE,74,73,1,0.986486486486487,FALSE,NA,FALSE,"FIL30_162_M2_3",58.5901969016723,"Ambiguous"
"758","FIL30_164","FIL30_164_M2","FIL30_164_M2-3","FIL30_164|FIL30_164_M2|FIL30_164_M2-3",137,32,105,112,NA,112,50,50,NA,FALSE,FALSE,93,93,NA,1,TRUE,NA,FALSE,"FIL30_164_M2_3",30.8929724051248,"Cross"
"2190","FIL30_165","FIL30_165_M2","FIL30_165_M2-3","FIL30_165|FIL30_165_M2|FIL30_165_M2-3",83,6,77,81,1,80,2,2,NA,FALSE,FALSE,75,74,1,0.986666666666667,FALSE,NA,FALSE,"FIL30_165_M2_3",36.1073827456898,"Ambiguous"
"2832","FIL30_166","FIL30_166_M2","FIL30_166_M2-3","FIL30_166|FIL30_166_M2|FIL30_166_M2-3",112,26,86,98,NA,98,62,62,NA,FALSE,FALSE,80,80,NA,1,TRUE,NA,FALSE,"FIL30_166_M2_3",45.0893285240058,"Cross"
"3947","FIL30_167","FIL30_167_M2","FIL30_167_M2-3","FIL30_167|FIL30_167_M2|FIL30_167_M2-3",97,15,82,88,NA,88,35,35,NA,FALSE,FALSE,75,75,NA,1,TRUE,NA,FALSE,"FIL30_167_M2_3",39.7545240523026,"Cross"
"1051","FIL30_168","FIL30_168_M2","FIL30_168_M2-3","FIL30_168|FIL30_168_M2|FIL30_168_M2-3",113,11,102,97,1,96,35,35,NA,FALSE,FALSE,91,90,1,0.989010989010989,FALSE,NA,FALSE,"FIL30_168_M2_3",43.7303643910961,"Ambiguous"
"1557","FIL30_169","FIL30_169_M2","FIL30_169_M2-3","FIL30_169|FIL30_169_M2|FIL30_169_M2-3",134,25,109,119,NA,119,85,85,NA,FALSE,FALSE,102,102,NA,1,TRUE,NA,FALSE,"FIL30_169_M2_3",35.1864450938179,"Cross"
"28","FIL30_17","FIL30_17_M2","FIL30_17_M2-2","FIL30_17|FIL30_17_M2|FIL30_17_M2-2",122,15,107,110,43,67,91,60,31,FALSE,FALSE,98,57,41,0.581632653061224,FALSE,"FIL30_17",TRUE,"FIL30_17_M2_2",38.4574512752462,"Self"
"207","FIL30_170","FIL30_170_M2","FIL30_170_M2-3","FIL30_170|FIL30_170_M2|FIL30_170_M2-3",76,13,63,71,28,43,65,39,26,FALSE,FALSE,60,36,24,0.6,FALSE,"FIL30_170",TRUE,"FIL30_170_M2_3",45.3089856144121,"Self"
"2539","FIL30_171","FIL30_171_M2","FIL30_171_M2-3","FIL30_171|FIL30_171_M2|FIL30_171_M2-3",83,17,66,74,26,48,65,41,24,FALSE,FALSE,59,36,23,0.610169491525424,FALSE,"FIL30_171",TRUE,"FIL30_171_M2_3",30.3084165662643,"Self"
"1156","FIL30_174","FIL30_174_M2","FIL30_174_M2-3","FIL30_174|FIL30_174_M2|FIL30_174_M2-3",79,12,67,74,22,52,68,49,19,FALSE,FALSE,63,42,21,0.666666666666667,FALSE,"FIL30_174",TRUE,"FIL30_174_M2_3",34.0179246363566,"Self"
"867","FIL30_176","FIL30_176_M2","FIL30_176_M2-3","FIL30_176|FIL30_176_M2|FIL30_176_M2-3",87,10,77,81,NA,81,70,70,NA,FALSE,FALSE,73,73,NA,1,TRUE,NA,FALSE,"FIL30_176_M2_3",43.5870552297499,"Cross"
"1039","FIL30_177","FIL30_177_M2","FIL30_177_M2-3","FIL30_177|FIL30_177_M2|FIL30_177_M2-3",74,22,52,71,NA,71,54,54,NA,FALSE,FALSE,52,52,NA,1,TRUE,NA,FALSE,"FIL30_177_M2_3",38.2385545317608,"Cross"
"338","FIL30_178","FIL30_178_M2","FIL30_178_M2-3","FIL30_178|FIL30_178_M2|FIL30_178_M2-3",99,29,70,90,32,58,75,46,29,FALSE,FALSE,69,40,29,0.579710144927536,FALSE,"FIL30_178",TRUE,"FIL30_178_M2_3",44.8664493748883,"Self"
"647","FIL30_179","FIL30_179_M2","FIL30_179_M2-3","FIL30_179|FIL30_179_M2|FIL30_179_M2-3",90,21,69,79,18,61,69,52,17,FALSE,FALSE,65,49,16,0.753846153846154,FALSE,"FIL30_179",TRUE,"FIL30_179_M2_3",50.2180113441418,"Self"
"724","FIL30_18","FIL30_18_M2","FIL30_18_M2-2","FIL30_18|FIL30_18_M2|FIL30_18_M2-2",82,8,74,73,13,60,68,55,13,FALSE,FALSE,66,53,13,0.803030303030303,FALSE,"FIL30_18",TRUE,"FIL30_18_M2_2",45.5646786831443,"Self"
"2132","FIL30_180","FIL30_180_M2","FIL30_180_M2-4","FIL30_180|FIL30_180_M2|FIL30_180_M2-4",114,19,95,105,NA,105,62,62,NA,FALSE,FALSE,92,92,NA,1,TRUE,NA,FALSE,"FIL30_180_M2_4",38.9059622574126,"Cross"
"1771","FIL30_181","FIL30_181_M2","FIL30_181_M2-3","FIL30_181|FIL30_181_M2|FIL30_181_M2-3",125,16,109,97,30,67,78,54,24,FALSE,FALSE,86,56,30,0.651162790697674,FALSE,"FIL30_181",TRUE,"FIL30_181_M2_3",39.638522090095,"Self"
"474","FIL30_182","FIL30_182_M2","FIL30_182_M2-3","FIL30_182|FIL30_182_M2|FIL30_182_M2-3",81,9,72,77,32,45,72,41,31,FALSE,FALSE,70,39,31,0.557142857142857,FALSE,"FIL30_182",TRUE,"FIL30_182_M2_3",52.8912018810928,"Self"
"1595","FIL30_183","FIL30_183_M2","FIL30_183_M2-3","FIL30_183|FIL30_183_M2|FIL30_183_M2-3",83,21,62,76,16,60,23,22,1,FALSE,FALSE,59,43,16,0.728813559322034,FALSE,"FIL30_183",TRUE,"FIL30_183_M2_3",38.2636746795406,"Self"
"2084","FIL30_184","FIL30_184_M2","FIL30_184_M2-3","FIL30_184|FIL30_184_M2|FIL30_184_M2-3",85,18,67,78,NA,78,62,62,NA,FALSE,FALSE,64,64,NA,1,TRUE,NA,FALSE,"FIL30_184_M2_3",36.2415184236573,"Cross"
"1910","FIL30_185","FIL30_185_M2","FIL30_185_M2-3","FIL30_185|FIL30_185_M2|FIL30_185_M2-3",64,17,47,59,13,46,15,9,6,FALSE,FALSE,46,34,12,0.739130434782609,FALSE,"FIL30_185",TRUE,"FIL30_185_M2_3",48.1490682361335,"Self"
"1407","FIL30_186","FIL30_186_M2","FIL30_186_M2-3","FIL30_186|FIL30_186_M2|FIL30_186_M2-3",147,29,118,121,NA,121,77,77,NA,FALSE,FALSE,98,98,NA,1,TRUE,NA,FALSE,"FIL30_186_M2_3",32.0812568300314,"Cross"
"1815","FIL30_187","FIL30_187_M2","FIL30_187_M2-3","FIL30_187|FIL30_187_M2|FIL30_187_M2-3",70,12,58,64,19,45,59,41,18,FALSE,FALSE,58,40,18,0.689655172413793,FALSE,"FIL30_187",TRUE,"FIL30_187_M2_3",49.6394143616033,"Self"
"583","FIL30_188","FIL30_188_M2","FIL30_188_M2-3","FIL30_188|FIL30_188_M2|FIL30_188_M2-3",100,23,77,93,NA,93,51,51,NA,FALSE,FALSE,75,75,NA,1,TRUE,NA,FALSE,"FIL30_188_M2_3",50.6734185549113,"Cross"
"317","FIL30_189","FIL30_189_M2","FIL30_189_M2-3","FIL30_189|FIL30_189_M2|FIL30_189_M2-3",103,13,90,93,24,69,84,61,23,FALSE,FALSE,82,60,22,0.731707317073171,FALSE,"FIL30_189",TRUE,"FIL30_189_M2_3",34.7687083753751,"Self"
"2165","FIL30_190","FIL30_190_M2","FIL30_190_M2-3","FIL30_190|FIL30_190_M2|FIL30_190_M2-3",82,8,74,75,31,44,68,40,28,FALSE,FALSE,68,39,29,0.573529411764706,FALSE,"FIL30_190",TRUE,"FIL30_190_M2_3",44.7165455176087,"Self"
"4864","FIL30_191","FIL30_191_M2","FIL30_191_M2-3","FIL30_191|FIL30_191_M2|FIL30_191_M2-3",109,27,82,94,36,58,84,52,32,FALSE,FALSE,72,47,25,0.652777777777778,FALSE,"FIL30_191",TRUE,"FIL30_191_M2_3",38.5355496588158,"Self"
"1002","FIL30_192","FIL30_192_M2","FIL30_192_M2-3","FIL30_192|FIL30_192_M2|FIL30_192_M2-3",86,18,68,83,29,54,73,45,28,FALSE,FALSE,67,42,25,0.626865671641791,FALSE,"FIL30_192",TRUE,"FIL30_192_M2_3",41.2623442990823,"Self"
"1644","FIL30_193","FIL30_193_M2","FIL30_193_M2-3","FIL30_193|FIL30_193_M2|FIL30_193_M2-3",57,11,46,52,24,28,40,20,20,FALSE,FALSE,44,20,24,0.454545454545455,FALSE,"FIL30_193",TRUE,"FIL30_193_M2_3",35.6018760646054,"Self"
"4669","FIL30_194","FIL30_194_M2","FIL30_194_M2-3","FIL30_194|FIL30_194_M2|FIL30_194_M2-3",115,18,97,99,19,80,85,67,18,FALSE,FALSE,86,68,18,0.790697674418605,FALSE,"FIL30_194",TRUE,"FIL30_194_M2_3",36.0546073242684,"Self"
"1772","FIL30_195","FIL30_195_M2","FIL30_195_M2-3","FIL30_195|FIL30_195_M2|FIL30_195_M2-3",100,12,88,90,NA,90,59,59,NA,FALSE,FALSE,79,79,NA,1,TRUE,NA,FALSE,"FIL30_195_M2_3",30.9772206138489,"Cross"
"341","FIL30_196","FIL30_196_M2","FIL30.196.M2","FIL30_196|FIL30_196_M2|FIL30.196.M2",120,57,63,99,23,76,73,53,20,FALSE,FALSE,62,41,21,0.661290322580645,FALSE,"FIL30_196",TRUE,"FIL30_196_M2",43.7516460145695,"Self"
"116","FIL30_197","FIL30_197_M2","FIL30_197_M2-3","FIL30_197|FIL30_197_M2|FIL30_197_M2-3",91,20,71,71,NA,71,49,49,NA,FALSE,FALSE,57,57,NA,1,TRUE,NA,FALSE,"FIL30_197_M2_3",33.8305671414783,"Cross"
"172","FIL30_198","FIL30_198_M2","FIL30_198_M2-3","FIL30_198|FIL30_198_M2|FIL30_198_M2-3",78,17,61,72,NA,72,54,54,NA,FALSE,FALSE,58,58,NA,1,TRUE,NA,FALSE,"FIL30_198_M2_3",45.6615354941249,"Cross"
"208","FIL30_20","FIL30_20_M2","FIL30.20.M2","FIL30_20|FIL30_20_M2|FIL30.20.M2",84,24,60,74,31,43,63,33,30,FALSE,FALSE,54,25,29,0.462962962962963,FALSE,"FIL30_20",TRUE,"FIL30_20_M2",47.0173399808579,"Self"
"1391","FIL30_200","FIL30_200_M2","FIL30_200_M2-3","FIL30_200|FIL30_200_M2|FIL30_200_M2-3",69,14,55,62,29,33,54,28,26,FALSE,FALSE,54,29,25,0.537037037037037,FALSE,"FIL30_200",TRUE,"FIL30_200_M2_3",52.4343377914492,"Self"
"53","FIL30_202","FIL30_202_M2","FIL30_202_M2-3","FIL30_202|FIL30_202_M2|FIL30_202_M2-3",123,19,104,113,NA,113,74,74,NA,FALSE,FALSE,99,99,NA,1,TRUE,NA,FALSE,"FIL30_202_M2_3",31.754341732258,"Cross"
"1602","FIL30_203","FIL30_203_M2","FIL30_203_M2-3","FIL30_203|FIL30_203_M2|FIL30_203_M2-3",74,7,67,64,20,44,56,38,18,FALSE,FALSE,57,38,19,0.666666666666667,FALSE,"FIL30_203",TRUE,"FIL30_203_M2_3",48.9597339175071,"Self"
"342","FIL30_204","FIL30_204_M2","FIL30_204_M2-3","FIL30_204|FIL30_204_M2|FIL30_204_M2-3",107,17,90,100,NA,100,63,63,NA,FALSE,FALSE,89,89,NA,1,TRUE,NA,FALSE,"FIL30_204_M2_3",38.3855836422001,"Cross"
"1589","FIL30_205","FIL30_205_M2","FIL30_205_M2-3","FIL30_205|FIL30_205_M2|FIL30_205_M2-3",78,12,66,71,23,48,64,41,23,FALSE,FALSE,63,41,22,0.650793650793651,FALSE,"FIL30_205",TRUE,"FIL30_205_M2_3",44.3779076132722,"Self"
"921","FIL30_206","FIL30_206_M2","FIL30_206_M2-4","FIL30_206|FIL30_206_M2|FIL30_206_M2-4",87,12,75,76,21,55,65,48,17,FALSE,FALSE,68,50,18,0.735294117647059,FALSE,"FIL30_206",TRUE,"FIL30_206_M2_4",27.5563211575829,"Self"
"412","FIL30_207","FIL30_207_M2","FIL30_207_M2-3","FIL30_207|FIL30_207_M2|FIL30_207_M2-3",67,9,58,63,13,50,23,19,4,FALSE,FALSE,54,41,13,0.759259259259259,FALSE,"FIL30_207",TRUE,"FIL30_207_M2_3",41.2535948481051,"Self"
"1605","FIL30_208","FIL30_208_M2","FIL30_208_M2-4","FIL30_208|FIL30_208_M2|FIL30_208_M2-4",111,16,95,106,NA,106,102,102,NA,FALSE,FALSE,94,94,NA,1,TRUE,NA,FALSE,"FIL30_208_M2_4",51.1404210303955,"Cross"
"251","FIL30_209","FIL30_209_M2","FIL30_209_M2-3","FIL30_209|FIL30_209_M2|FIL30_209_M2-3",73,10,63,69,NA,69,30,30,NA,FALSE,FALSE,59,59,NA,1,TRUE,NA,FALSE,"FIL30_209_M2_3",39.6490383851699,"Cross"
"2234","FIL30_21","FIL30_21_M2","FIL30_21_M2-2","FIL30_21|FIL30_21_M2|FIL30_21_M2-2",102,15,87,95,26,69,83,60,23,FALSE,FALSE,82,56,26,0.682926829268293,FALSE,"FIL30_21",TRUE,"FIL30_21_M2_2",39.3065679726265,"Self"
"2269","FIL30_211","FIL30_211_M2","FIL30_211_M2-3","FIL30_211|FIL30_211_M2|FIL30_211_M2-3",56,7,49,56,22,34,25,21,4,FALSE,FALSE,49,28,21,0.571428571428571,FALSE,"FIL30_211",TRUE,"FIL30_211_M2_3",37.053731615212,"Self"
"413","FIL30_212","FIL30_212_M2","FIL30_212_M2-4","FIL30_212|FIL30_212_M2|FIL30_212_M2-4",100,15,85,90,NA,90,61,61,NA,FALSE,FALSE,76,76,NA,1,TRUE,NA,FALSE,"FIL30_212_M2_4",69.6638838471825,"Cross"
"1785","FIL30_213","FIL30_213_M2","FIL30_213_M2-3","FIL30_213|FIL30_213_M2|FIL30_213_M2-3",79,8,71,73,21,52,40,30,10,FALSE,FALSE,68,50,18,0.735294117647059,FALSE,"FIL30_213",TRUE,"FIL30_213_M2_3",39.0622571195019,"Self"
"3228","FIL30_215","FIL30_215_M2","FIL30_215_M2-4","FIL30_215|FIL30_215_M2|FIL30_215_M2-4",115,25,90,108,32,76,97,68,29,FALSE,FALSE,89,59,30,0.662921348314607,FALSE,"FIL30_215",TRUE,"FIL30_215_M2_4",41.3666093000838,"Self"
"439","FIL30_216","FIL30_216_M2","FIL30.216.M2","FIL30_216|FIL30_216_M2|FIL30.216.M2",131,17,114,127,NA,127,75,75,NA,FALSE,FALSE,112,112,NA,1,TRUE,NA,FALSE,"FIL30_216_M2",57.4535857523544,"Cross"
"572","FIL30_217","FIL30_217_M2","FIL30_217_M2-4","FIL30_217|FIL30_217_M2|FIL30_217_M2-4",112,25,87,99,24,75,87,66,21,FALSE,FALSE,82,60,22,0.731707317073171,FALSE,"FIL30_217",TRUE,"FIL30_217_M2_4",41.9646008288346,"Self"
"822","FIL30_218","FIL30_218_M2","FIL30_218_M2-4","FIL30_218|FIL30_218_M2|FIL30_218_M2-4",82,21,61,80,16,64,77,61,16,FALSE,FALSE,59,43,16,0.728813559322034,FALSE,"FIL30_218",TRUE,"FIL30_218_M2_4",30.1430734713662,"Self"
"1726","FIL30_219","FIL30_219_M2","FIL30_219_M2-4","FIL30_219|FIL30_219_M2|FIL30_219_M2-4",65,8,57,60,27,33,56,30,26,FALSE,FALSE,52,27,25,0.519230769230769,FALSE,"FIL30_219",TRUE,"FIL30_219_M2_4",49.3884914826242,"Self"
"3340","FIL30_22","FIL30_22_M2","FIL30_22_M2-2","FIL30_22|FIL30_22_M2|FIL30_22_M2-2",75,13,62,63,11,52,36,34,2,FALSE,FALSE,55,45,10,0.818181818181818,FALSE,"FIL30_22",TRUE,"FIL30_22_M2_2",58.012954554247,"Self"
"444","FIL30_220","FIL30_220_M2","FIL30_220_M2-4","FIL30_220|FIL30_220_M2|FIL30_220_M2-4",120,22,98,106,24,82,88,67,21,FALSE,FALSE,89,66,23,0.741573033707865,FALSE,"FIL30_220",TRUE,"FIL30_220_M2_4",39.2366596852491,"Self"
"91","FIL30_221","FIL30_221_M2","FIL30_221_M2-4","FIL30_221|FIL30_221_M2|FIL30_221_M2-4",84,21,63,73,35,38,64,33,31,FALSE,FALSE,59,32,27,0.542372881355932,FALSE,"FIL30_221",TRUE,"FIL30_221_M2_4",34.7723861980754,"Self"
"1571","FIL30_222","FIL30_222_M2","FIL30_222_M2-4","FIL30_222|FIL30_222_M2|FIL30_222_M2-4",78,7,71,75,19,56,26,23,3,FALSE,FALSE,70,51,19,0.728571428571429,FALSE,"FIL30_222",TRUE,"FIL30_222_M2_4",44.1963453891783,"Self"
"581","FIL30_223","FIL30_223_M2","FIL30.223.M2","FIL30_223|FIL30_223_M2|FIL30.223.M2",84,21,63,75,36,39,66,31,35,FALSE,FALSE,61,27,34,0.442622950819672,FALSE,"FIL30_223",TRUE,"FIL30_223_M2",73.3488073243549,"Self"
"335","FIL30_225","FIL30_225_M2","FIL30.225.M2","FIL30_225|FIL30_225_M2|FIL30.225.M2",180,49,131,166,NA,166,115,115,NA,FALSE,FALSE,124,124,NA,1,TRUE,NA,FALSE,"FIL30_225_M2",45.1215101570393,"Cross"
"402","FIL30_226","FIL30_226_M2","FIL30.226.M2","FIL30_226|FIL30_226_M2|FIL30.226.M2",145,30,115,125,27,98,106,80,26,FALSE,FALSE,100,74,26,0.74,FALSE,"FIL30_226",TRUE,"FIL30_226_M2",51.455686003108,"Self"
"571","FIL30_227","FIL30_227_M2","FIL30.227.M2","FIL30_227|FIL30_227_M2|FIL30.227.M2",89,13,76,84,11,73,76,67,9,FALSE,FALSE,72,62,10,0.861111111111111,FALSE,"FIL30_227",TRUE,"FIL30_227_M2",61.4303497973324,"Self"
"1133","FIL30_228","FIL30_228_M2","FIL30.228.M2","FIL30_228|FIL30_228_M2|FIL30.228.M2",80,22,58,73,29,44,66,38,28,FALSE,FALSE,56,31,25,0.553571428571429,FALSE,"FIL30_228",TRUE,"FIL30_228_M2",54.0755134354165,"Self"
"3341","FIL30_23","FIL30_23_M2","FIL30_23_M2-2","FIL30_23|FIL30_23_M2|FIL30_23_M2-2",44,9,35,43,10,33,22,20,2,FALSE,FALSE,35,27,8,0.771428571428571,FALSE,"FIL30_23",TRUE,"FIL30_23_M2_2",44.628205553058,"Self"
"1561","FIL30_230","FIL30_230_M2","FIL30_230_M2-3","FIL30_230|FIL30_230_M2|FIL30_230_M2-3",107,16,91,99,45,54,90,49,41,FALSE,FALSE,83,47,36,0.566265060240964,FALSE,"FIL30_230",TRUE,"FIL30_230_M2_3",56.7639288035136,"Self"
"10037","FIL30_231","FIL30_231_M2","FIL30_231_M2-3","FIL30_231|FIL30_231_M2|FIL30_231_M2-3",104,21,83,93,NA,93,60,60,NA,FALSE,FALSE,80,80,NA,1,TRUE,NA,FALSE,"FIL30_231_M2_3",36.4413993664861,"Cross"
"824","FIL30_232","FIL30_232_M2","FIL30_232_M2-3","FIL30_232|FIL30_232_M2|FIL30_232_M2-3",98,22,76,90,32,58,73,51,22,FALSE,FALSE,72,41,31,0.569444444444444,FALSE,"FIL30_232",TRUE,"FIL30_232_M2_3",30.7594557014227,"Self"
"1782","FIL30_233","FIL30_233_M2","FIL30_233_M2-3","FIL30_233|FIL30_233_M2|FIL30_233_M2-3",112,40,72,95,25,70,77,54,23,FALSE,FALSE,69,49,20,0.710144927536232,FALSE,"FIL30_233",TRUE,"FIL30_233_M2_3",33.9660167754962,"Self"
"3379","FIL30_234","FIL30_234_M2","FIL30_234_M2-4","FIL30_234|FIL30_234_M2|FIL30_234_M2-4",68,12,56,63,34,29,58,27,31,FALSE,FALSE,54,23,31,0.425925925925926,FALSE,"FIL30_234",TRUE,"FIL30_234_M2_4",38.6901929888909,"Self"
"400","FIL30_235","FIL30_235_M2","FIL30_235_M2-4","FIL30_235|FIL30_235_M2|FIL30_235_M2-4",93,14,79,81,14,67,67,55,12,FALSE,FALSE,70,57,13,0.814285714285714,FALSE,"FIL30_235",TRUE,"FIL30_235_M2_4",39.3719890388298,"Self"
"305","FIL30_236","FIL30_236_M2","FIL30_236_M2-4","FIL30_236|FIL30_236_M2|FIL30_236_M2-4",118,7,111,107,23,84,97,76,21,FALSE,FALSE,101,78,23,0.772277227722772,FALSE,"FIL30_236",TRUE,"FIL30_236_M2_4",54.0366865856034,"Self"
