"","i","j","iSam","jSam","het_het","het_homo","homo_het","homo_homo","len_i","len_j","tot_i","tot_j","logicSum","totSum","totMean","totProp","crToIb","ibToCr","ibToIb","fs","iSam_mother","iSam_father","jSam_mother","jSam_father","""...""","mother","sample","origin","code","n_tot","n_delly","n_gatk","nr_n","nr_het","nr_homo","nr_uni","nr_uniHet","nr_uniHomo","motherDL","sampleDL","lfm_n","lfm_het","lfm_homo","lfm_hetProp","cp_logic","father","likelySelf","originMod","coverage","cp_status","""...""","mother","sample","origin","code","n_tot","n_delly","n_gatk","nr_n","nr_het","nr_homo","nr_uni","nr_uniHet","nr_uniHomo","motherDL","sampleDL","lfm_n","lfm_het","lfm_homo","lfm_hetProp","cp_logic","father","likelySelf","originMod","coverage","cp_status"
"FIL30_109_G_M262",62,63,"FIL30_109_G_M2","FIL30_109_H_M2",22,7,11,14,62,64,74,86,54,160,80,0.675,5.30232558139535,0.432432432432433,12.3,16.3368950345695,"FIL30_109","FIL30_109","FIL30_109","FIL30_109","...","FIL30_109","FIL30_109_G_M2","Fil30_109_G_M2_1","FIL30_109|FIL30_109_G_M2|Fil30_109_G_M2_1",79,11,68,75,28,47,12,11,1,TRUE,FALSE,66,38,28,0.575757575757576,FALSE,"FIL30_109",TRUE,"FIL30_109_G_M2_1",85.8312251644565,"Self","...","FIL30_109","FIL30_109_H_M2","Fil30_109_H_M2_1","FIL30_109|FIL30_109_H_M2|Fil30_109_H_M2_1",95,14,81,87,23,64,22,22,NA,TRUE,FALSE,76,53,23,0.697368421052632,FALSE,"FIL30_109",TRUE,"FIL30_109_H_M2_1",54.1877348169545,"Self"
"FIL30_109_H_M261",63,62,"FIL30_109_H_M2","FIL30_109_G_M2",22,11,7,14,64,62,86,74,54,160,80,0.675,0.432432432432433,5.30232558139535,12.3,16.3368950345695,"FIL30_109","FIL30_109","FIL30_109","FIL30_109","...","FIL30_109","FIL30_109_H_M2","Fil30_109_H_M2_1","FIL30_109|FIL30_109_H_M2|Fil30_109_H_M2_1",95,14,81,87,23,64,22,22,NA,TRUE,FALSE,76,53,23,0.697368421052632,FALSE,"FIL30_109",TRUE,"FIL30_109_H_M2_1",54.1877348169545,"Self","...","FIL30_109","FIL30_109_G_M2","Fil30_109_G_M2_1","FIL30_109|FIL30_109_G_M2|Fil30_109_G_M2_1",79,11,68,75,28,47,12,11,1,TRUE,FALSE,66,38,28,0.575757575757576,FALSE,"FIL30_109",TRUE,"FIL30_109_G_M2_1",85.8312251644565,"Self"
"FIL30_666_M2670",588,671,"FIL30_666_M2","FIL30_766_M2",15,12,6,16,50,51,81,65,49,146,73,0.671232876712329,2.17692307692308,9.5,22.8732876712329,25.4786324786325,"FIL30_666","FIL30_666","FIL30_766","FIL30_766","...","FIL30_666","FIL30_666_M2","FIL30.666.M2","FIL30_666|FIL30_666_M2|FIL30.666.M2",89,13,76,82,24,58,31,29,2,FALSE,FALSE,73,52,21,0.712328767123288,FALSE,"FIL30_666",TRUE,"FIL30_666_M2",55.3556549303564,"Self","...","FIL30_766","FIL30_766_M2","FIL30.766.M2","FIL30_766|FIL30_766_M2|FIL30.766.M2",76,15,61,66,32,34,12,9,3,FALSE,FALSE,55,25,30,0.454545454545455,FALSE,"FIL30_766",TRUE,"FIL30_766_M2",60.2767020476891,"Self"
"FIL30_766_M2587",671,588,"FIL30_766_M2","FIL30_666_M2",15,6,12,16,51,50,65,81,49,146,73,0.671232876712329,9.5,2.17692307692308,22.8732876712329,25.4786324786325,"FIL30_766","FIL30_766","FIL30_666","FIL30_666","...","FIL30_766","FIL30_766_M2","FIL30.766.M2","FIL30_766|FIL30_766_M2|FIL30.766.M2",76,15,61,66,32,34,12,9,3,FALSE,FALSE,55,25,30,0.454545454545455,FALSE,"FIL30_766",TRUE,"FIL30_766_M2",60.2767020476891,"Self","...","FIL30_666","FIL30_666_M2","FIL30.666.M2","FIL30_666|FIL30_666_M2|FIL30.666.M2",89,13,76,82,24,58,31,29,2,FALSE,FALSE,73,52,21,0.712328767123288,FALSE,"FIL30_666",TRUE,"FIL30_666_M2",55.3556549303564,"Self"
"FIL30_70_M2632",618,633,"FIL30_70_M2","FIL30_72_M2",30,2,7,9,50,48,68,79,48,147,73.5,0.653061224489796,9.98101265822785,4.02941176470588,13.4107142857143,2.7553983618764,"FIL30_70","FIL30_70","FIL30_72","FIL30_72","...","FIL30_70","FIL30_70_M2","FIL30_70_M2-2","FIL30_70|FIL30_70_M2|FIL30_70_M2-2",77,28,49,69,20,49,18,14,4,FALSE,FALSE,45,32,13,0.711111111111111,FALSE,"FIL30_70",TRUE,"FIL30_70_M2_2",36.8095810927379,"Self","...","FIL30_72","FIL30_72_M2","FIL30_72_M2-2","FIL30_72|FIL30_72_M2|FIL30_72_M2-2",88,28,60,80,18,62,31,24,7,FALSE,FALSE,56,42,14,0.75,FALSE,"FIL30_72",TRUE,"FIL30_72_M2_2",46.4959551304026,"Self"
"FIL30_72_M2617",633,618,"FIL30_72_M2","FIL30_70_M2",30,7,2,9,48,50,79,68,48,147,73.5,0.653061224489796,4.02941176470588,9.98101265822785,13.4107142857143,2.7553983618764,"FIL30_72","FIL30_72","FIL30_70","FIL30_70","...","FIL30_72","FIL30_72_M2","FIL30_72_M2-2","FIL30_72|FIL30_72_M2|FIL30_72_M2-2",88,28,60,80,18,62,31,24,7,FALSE,FALSE,56,42,14,0.75,FALSE,"FIL30_72",TRUE,"FIL30_72_M2_2",46.4959551304026,"Self","...","FIL30_70","FIL30_70_M2","FIL30_70_M2-2","FIL30_70|FIL30_70_M2|FIL30_70_M2-2",77,28,49,69,20,49,18,14,4,FALSE,FALSE,45,32,13,0.711111111111111,FALSE,"FIL30_70",TRUE,"FIL30_70_M2_2",36.8095810927379,"Self"
"FIL30_749_M2655",654,656,"FIL30_749_M2","FIL30_750_M2",18,32,2,6,63,61,95,85,58,180,90,0.644444444444444,26.2176470588235,17.9842105263158,35.6333333333333,32.4445820433437,"FIL30_749","FIL30_749","FIL30_750","FIL30_750","...","FIL30_749","FIL30_749_M2","FIL30.749.M2","FIL30_749|FIL30_749_M2|FIL30.749.M2",112,29,83,96,9,87,29,28,1,FALSE,FALSE,78,69,9,0.884615384615385,FALSE,"FIL30_749",TRUE,"FIL30_749_M2",43.0330329324727,"Self","...","FIL30_750","FIL30_750_M2","FIL30.750.M2","FIL30_750|FIL30_750_M2|FIL30.750.M2",106,26,80,86,51,35,20,9,11,FALSE,FALSE,70,29,41,0.414285714285714,FALSE,"FIL30_750",TRUE,"FIL30_750_M2",43.1414352440374,"Self"
"FIL30_750_M2653",656,654,"FIL30_750_M2","FIL30_749_M2",18,2,32,6,61,63,85,95,58,180,90,0.644444444444444,17.9842105263158,26.2176470588235,35.6333333333333,32.4445820433437,"FIL30_750","FIL30_750","FIL30_749","FIL30_749","...","FIL30_750","FIL30_750_M2","FIL30.750.M2","FIL30_750|FIL30_750_M2|FIL30.750.M2",106,26,80,86,51,35,20,9,11,FALSE,FALSE,70,29,41,0.414285714285714,FALSE,"FIL30_750",TRUE,"FIL30_750_M2",43.1414352440374,"Self","...","FIL30_749","FIL30_749_M2","FIL30.749.M2","FIL30_749|FIL30_749_M2|FIL30.749.M2",112,29,83,96,9,87,29,28,1,FALSE,FALSE,78,69,9,0.884615384615385,FALSE,"FIL30_749",TRUE,"FIL30_749_M2",43.0330329324727,"Self"
"FIL30_109_F_M261",61,62,"FIL30_109_F_M2","FIL30_109_G_M2",21,7,1,16,53,62,66,74,45,140,70,0.642857142857143,2.85135135135135,9.13636363636364,29.5714285714286,11.2825552825553,"FIL30_109","FIL30_109","FIL30_109","FIL30_109","...","FIL30_109","FIL30_109_F_M2","Fil30_109_F_M2_1","FIL30_109|FIL30_109_F_M2|Fil30_109_F_M2_1",74,12,62,67,19,48,13,13,NA,TRUE,FALSE,58,39,19,0.672413793103448,FALSE,"FIL30_109",TRUE,"FIL30_109_F_M2_1",54.1070194245145,"Self","...","FIL30_109","FIL30_109_G_M2","Fil30_109_G_M2_1","FIL30_109|FIL30_109_G_M2|Fil30_109_G_M2_1",79,11,68,75,28,47,12,11,1,TRUE,FALSE,66,38,28,0.575757575757576,FALSE,"FIL30_109",TRUE,"FIL30_109_G_M2_1",85.8312251644565,"Self"
"FIL30_109_G_M260",62,61,"FIL30_109_G_M2","FIL30_109_F_M2",21,1,7,16,62,53,74,66,45,140,70,0.642857142857143,9.13636363636364,2.85135135135135,29.5714285714286,11.2825552825553,"FIL30_109","FIL30_109","FIL30_109","FIL30_109","...","FIL30_109","FIL30_109_G_M2","Fil30_109_G_M2_1","FIL30_109|FIL30_109_G_M2|Fil30_109_G_M2_1",79,11,68,75,28,47,12,11,1,TRUE,FALSE,66,38,28,0.575757575757576,FALSE,"FIL30_109",TRUE,"FIL30_109_G_M2_1",85.8312251644565,"Self","...","FIL30_109","FIL30_109_F_M2","Fil30_109_F_M2_1","FIL30_109|FIL30_109_F_M2|Fil30_109_F_M2_1",74,12,62,67,19,48,13,13,NA,TRUE,FALSE,58,39,19,0.672413793103448,FALSE,"FIL30_109",TRUE,"FIL30_109_F_M2_1",54.1070194245145,"Self"
"FIL30_31_M2600",249,601,"FIL30_31_M2","FIL30_68_M2",21,24,13,5,65,65,98,98,63,196,98,0.642857142857143,7.76530612244898,4.8469387755102,9.6734693877551,32,"FIL30_31","FIL30_31","FIL30_68","FIL30_68","...","FIL30_31","FIL30_31_M2","FIL30_31_M2-3","FIL30_31|FIL30_31_M2|FIL30_31_M2-3",104,18,86,99,19,80,31,30,1,FALSE,FALSE,81,63,18,0.777777777777778,FALSE,"FIL30_31",TRUE,"FIL30_31_M2_3",41.8964754176304,"Self","...","FIL30_68","FIL30_68_M2","FIL30_68_M2-2","FIL30_68|FIL30_68_M2|FIL30_68_M2-2",106,19,87,100,34,66,31,27,4,FALSE,FALSE,83,56,27,0.674698795180723,FALSE,"FIL30_68",TRUE,"FIL30_68_M2_2",32.1053241058404,"Self"
"FIL30_68_M2248",601,249,"FIL30_68_M2","FIL30_31_M2",21,13,24,5,65,65,98,98,63,196,98,0.642857142857143,4.8469387755102,7.76530612244898,9.6734693877551,32,"FIL30_68","FIL30_68","FIL30_31","FIL30_31","...","FIL30_68","FIL30_68_M2","FIL30_68_M2-2","FIL30_68|FIL30_68_M2|FIL30_68_M2-2",106,19,87,100,34,66,31,27,4,FALSE,FALSE,83,56,27,0.674698795180723,FALSE,"FIL30_68",TRUE,"FIL30_68_M2_2",32.1053241058404,"Self","...","FIL30_31","FIL30_31_M2","FIL30_31_M2-3","FIL30_31|FIL30_31_M2|FIL30_31_M2-3",104,18,86,99,19,80,31,30,1,FALSE,FALSE,81,63,18,0.777777777777778,FALSE,"FIL30_31",TRUE,"FIL30_31_M2_3",41.8964754176304,"Self"
"FIL30_347_M2288",288,289,"FIL30_347_M2","FIL30_347_M2dup",32,0,0,20,69,57,97,65,52,162,81,0.641975308641975,15.7615384615385,16.1701030927835,53.9351851851852,5.62109436954798,"FIL30_347","FIL30_347","FIL30_347","FIL30_347","...","FIL30_347","FIL30_347_M2","FIL30.347.M2","FIL30_347|FIL30_347_M2|FIL30.347.M2",131,75,56,97,23,74,16,16,NA,TRUE,FALSE,53,33,20,0.622641509433962,FALSE,"FIL30_347",TRUE,"FIL30_347_M2",46.198327234675,"Self","...","FIL30_347","FIL30_347_M2dup","FIL30.347.M2dup","FIL30_347|FIL30_347_M2dup|FIL30.347.M2dup",69,9,60,65,21,44,8,7,1,TRUE,FALSE,57,36,21,0.631578947368421,FALSE,"FIL30_347",TRUE,"FIL30_347_M2dup",51.0417919695202,"Self"
"FIL30_347_M2dup287",289,288,"FIL30_347_M2dup","FIL30_347_M2",32,0,0,20,57,69,65,97,52,162,81,0.641975308641975,16.1701030927835,15.7615384615385,53.9351851851852,5.62109436954798,"FIL30_347","FIL30_347","FIL30_347","FIL30_347","...","FIL30_347","FIL30_347_M2dup","FIL30.347.M2dup","FIL30_347|FIL30_347_M2dup|FIL30.347.M2dup",69,9,60,65,21,44,8,7,1,TRUE,FALSE,57,36,21,0.631578947368421,FALSE,"FIL30_347",TRUE,"FIL30_347_M2dup",51.0417919695202,"Self","...","FIL30_347","FIL30_347_M2","FIL30.347.M2","FIL30_347|FIL30_347_M2|FIL30.347.M2",131,75,56,97,23,74,16,16,NA,TRUE,FALSE,53,33,20,0.622641509433962,FALSE,"FIL30_347",TRUE,"FIL30_347_M2",46.198327234675,"Self"
"FIL20_199_B_M222",21,23,"FIL20_199_B_M2","FIL20_199_E_M2",22,13,12,5,66,67,79,84,52,163,81.5,0.638036809815951,1.35714285714286,0.816455696202531,1.6648773006135,17.2769740807715,"FIL20_199","FIL20_199","FIL20_199","FIL20_199","...","FIL20_199","FIL20_199_B_M2","Fil20_199_B_M2_1","FIL20_199|FIL20_199_B_M2|Fil20_199_B_M2_1",88,13,75,80,23,57,12,12,NA,TRUE,FALSE,70,49,21,0.7,FALSE,"FIL20_199",TRUE,"FIL20_199_B_M2_1",49.4836214658742,"Self","...","FIL20_199","FIL20_199_E_M2","Fil20_199_E_M2_1","FIL20_199|FIL20_199_E_M2|Fil20_199_E_M2_1",98,15,83,85,23,62,15,15,NA,TRUE,FALSE,74,54,20,0.72972972972973,FALSE,"FIL20_199",TRUE,"FIL20_199_E_M2_1",62.670881541412,"Self"
"FIL20_199_E_M220",23,21,"FIL20_199_E_M2","FIL20_199_B_M2",22,12,13,5,67,66,84,79,52,163,81.5,0.638036809815951,0.816455696202531,1.35714285714286,1.6648773006135,17.2769740807715,"FIL20_199","FIL20_199","FIL20_199","FIL20_199","...","FIL20_199","FIL20_199_E_M2","Fil20_199_E_M2_1","FIL20_199|FIL20_199_E_M2|Fil20_199_E_M2_1",98,15,83,85,23,62,15,15,NA,TRUE,FALSE,74,54,20,0.72972972972973,FALSE,"FIL20_199",TRUE,"FIL20_199_E_M2_1",62.670881541412,"Self","...","FIL20_199","FIL20_199_B_M2","Fil20_199_B_M2_1","FIL20_199|FIL20_199_B_M2|Fil20_199_B_M2_1",88,13,75,80,23,57,12,12,NA,TRUE,FALSE,70,49,21,0.7,FALSE,"FIL20_199",TRUE,"FIL20_199_B_M2_1",49.4836214658742,"Self"
"FIL30_296_M2235",235,236,"FIL30_296_M2","FIL30_297_M2",49,5,6,1,62,61,100,92,61,192,96,0.635416666666667,17.9239130434783,14.19,28.96875,0.215652173913043,"FIL30_296","FIL30_296","FIL30_297","FIL30_297","...","FIL30_296","FIL30_296_M2","FIL30_296_M2-4","FIL30_296|FIL30_296_M2|FIL30_296_M2-4",121,12,109,101,18,83,36,25,11,FALSE,FALSE,91,74,17,0.813186813186813,FALSE,"FIL30_296",TRUE,"FIL30_296_M2_4",40.5244768723902,"Self","...","FIL30_297","FIL30_297_M2","FIL30_297_M2-4","FIL30_297|FIL30_297_M2|FIL30_297_M2-4",114,12,102,93,11,82,28,23,5,FALSE,FALSE,84,73,11,0.869047619047619,FALSE,"FIL30_297",TRUE,"FIL30_297_M2_4",49.9342161346782,"Self"
"FIL30_297_M2234",236,235,"FIL30_297_M2","FIL30_296_M2",49,6,5,1,61,62,92,100,61,192,96,0.635416666666667,14.19,17.9239130434783,28.96875,0.215652173913043,"FIL30_297","FIL30_297","FIL30_296","FIL30_296","...","FIL30_297","FIL30_297_M2","FIL30_297_M2-4","FIL30_297|FIL30_297_M2|FIL30_297_M2-4",114,12,102,93,11,82,28,23,5,FALSE,FALSE,84,73,11,0.869047619047619,FALSE,"FIL30_297",TRUE,"FIL30_297_M2_4",49.9342161346782,"Self","...","FIL30_296","FIL30_296_M2","FIL30_296_M2-4","FIL30_296|FIL30_296_M2|FIL30_296_M2-4",121,12,109,101,18,83,36,25,11,FALSE,FALSE,91,74,17,0.813186813186813,FALSE,"FIL30_296",TRUE,"FIL30_296_M2_4",40.5244768723902,"Self"
"FIL20_105_D_M25",4,6,"FIL20_105_D_M2","FIL20_105_H_M2",23,7,5,11,66,50,85,60,46,145,72.5,0.63448275862069,1.35,6.93529411764706,10.4163793103448,10.5803921568627,"FIL20_105","FIL20_105","FIL20_105","FIL20_105","...","FIL20_105","FIL20_105_D_M2","Fil20_105_D_M2_1","FIL20_105|FIL20_105_D_M2|Fil20_105_D_M2_1",89,22,67,86,31,55,18,16,2,TRUE,FALSE,66,41,25,0.621212121212121,FALSE,"FIL20_105",TRUE,"FIL20_105_D_M2_1",44.3666667585459,"Self","...","FIL20_105","FIL20_105_H_M2","Fil20_105_H_M2_1","FIL20_105|FIL20_105_H_M2|Fil20_105_H_M2_1",62,13,49,61,20,41,10,9,1,TRUE,FALSE,49,31,18,0.63265306122449,FALSE,"FIL20_105",TRUE,"FIL20_105_H_M2_1",98.9825444027362,"Self"
"FIL20_105_H_M23",6,4,"FIL20_105_H_M2","FIL20_105_D_M2",23,5,7,11,50,66,60,85,46,145,72.5,0.63448275862069,6.93529411764706,1.35,10.4163793103448,10.5803921568627,"FIL20_105","FIL20_105","FIL20_105","FIL20_105","...","FIL20_105","FIL20_105_H_M2","Fil20_105_H_M2_1","FIL20_105|FIL20_105_H_M2|Fil20_105_H_M2_1",62,13,49,61,20,41,10,9,1,TRUE,FALSE,49,31,18,0.63265306122449,FALSE,"FIL20_105",TRUE,"FIL20_105_H_M2_1",98.9825444027362,"Self","...","FIL20_105","FIL20_105_D_M2","Fil20_105_D_M2_1","FIL20_105|FIL20_105_D_M2|Fil20_105_D_M2_1",89,22,67,86,31,55,18,16,2,TRUE,FALSE,66,41,25,0.621212121212121,FALSE,"FIL20_105",TRUE,"FIL20_105_D_M2_1",44.3666667585459,"Self"
"FIL20_199_D_M223",22,24,"FIL20_199_D_M2","FIL20_199_F_M2",27,15,2,5,76,53,88,69,49,157,78.5,0.624203821656051,1.76086956521739,11.125,10.0597133757962,8.19861660079051,"FIL20_199","FIL20_199","FIL20_199","FIL20_199","...","FIL20_199","FIL20_199_D_M2","Fil20_199_D_M2_1","FIL20_199|FIL20_199_D_M2|Fil20_199_D_M2_1",99,13,86,90,9,81,12,12,NA,TRUE,FALSE,81,72,9,0.888888888888889,FALSE,"FIL20_199",TRUE,"FIL20_199_D_M2_1",52.613545768796,"Self","...","FIL20_199","FIL20_199_F_M2","Fil20_199_F_M2_1","FIL20_199|FIL20_199_F_M2|Fil20_199_F_M2_1",76,11,65,71,23,48,16,16,NA,TRUE,FALSE,64,41,23,0.640625,FALSE,"FIL20_199",TRUE,"FIL20_199_F_M2_1",81.1793853061629,"Self"
"FIL20_199_F_M221",24,22,"FIL20_199_F_M2","FIL20_199_D_M2",27,2,15,5,53,76,69,88,49,157,78.5,0.624203821656051,11.125,1.76086956521739,10.0597133757962,8.19861660079051,"FIL20_199","FIL20_199","FIL20_199","FIL20_199","...","FIL20_199","FIL20_199_F_M2","Fil20_199_F_M2_1","FIL20_199|FIL20_199_F_M2|Fil20_199_F_M2_1",76,11,65,71,23,48,16,16,NA,TRUE,FALSE,64,41,23,0.640625,FALSE,"FIL20_199",TRUE,"FIL20_199_F_M2_1",81.1793853061629,"Self","...","FIL20_199","FIL20_199_D_M2","Fil20_199_D_M2_1","FIL20_199|FIL20_199_D_M2|Fil20_199_D_M2_1",99,13,86,90,9,81,12,12,NA,TRUE,FALSE,81,72,9,0.888888888888889,FALSE,"FIL20_199",TRUE,"FIL20_199_D_M2_1",52.613545768796,"Self"
"FIL30_56_B_M2490",490,491,"FIL30_56_B_M2","FIL30_56_C_M2",39,3,8,2,76,65,90,77,52,167,83.5,0.622754491017964,14.461038961039,5.96666666666667,19.0920658682635,0.806493506493506,"FIL30_56","FIL30_56","FIL30_56","FIL30_56","...","FIL30_56","FIL30_56_B_M2","Fil30_56_B_M2_1","FIL30_56|FIL30_56_B_M2|Fil30_56_B_M2_1",97,13,84,91,17,74,13,13,NA,TRUE,FALSE,78,62,16,0.794871794871795,FALSE,"FIL30_56",TRUE,"FIL30_56_B_M2_1",53.451204062933,"Self","...","FIL30_56","FIL30_56_C_M2","Fil30_56_C_M2_1","FIL30_56|FIL30_56_C_M2|Fil30_56_C_M2_1",86,10,76,78,13,65,11,10,1,TRUE,FALSE,68,55,13,0.808823529411765,FALSE,"FIL30_56",TRUE,"FIL30_56_C_M2_1",56.4051244018114,"Self"
"FIL30_56_C_M2489",491,490,"FIL30_56_C_M2","FIL30_56_B_M2",39,8,3,2,65,76,77,90,52,167,83.5,0.622754491017964,5.96666666666667,14.461038961039,19.0920658682635,0.806493506493506,"FIL30_56","FIL30_56","FIL30_56","FIL30_56","...","FIL30_56","FIL30_56_C_M2","Fil30_56_C_M2_1","FIL30_56|FIL30_56_C_M2|Fil30_56_C_M2_1",86,10,76,78,13,65,11,10,1,TRUE,FALSE,68,55,13,0.808823529411765,FALSE,"FIL30_56",TRUE,"FIL30_56_C_M2_1",56.4051244018114,"Self","...","FIL30_56","FIL30_56_B_M2","Fil30_56_B_M2_1","FIL30_56|FIL30_56_B_M2|Fil30_56_B_M2_1",97,13,84,91,17,74,13,13,NA,TRUE,FALSE,78,62,16,0.794871794871795,FALSE,"FIL30_56",TRUE,"FIL30_56_B_M2_1",53.451204062933,"Self"
"FIL20_199_B_M223",21,24,"FIL20_199_B_M2","FIL20_199_F_M2",22,8,4,12,66,53,79,69,46,148,74,0.621621621621622,1.10869565217391,7.09493670886076,12.9594594594595,12.2821500642084,"FIL20_199","FIL20_199","FIL20_199","FIL20_199","...","FIL20_199","FIL20_199_B_M2","Fil20_199_B_M2_1","FIL20_199|FIL20_199_B_M2|Fil20_199_B_M2_1",88,13,75,80,23,57,12,12,NA,TRUE,FALSE,70,49,21,0.7,FALSE,"FIL20_199",TRUE,"FIL20_199_B_M2_1",49.4836214658742,"Self","...","FIL20_199","FIL20_199_F_M2","Fil20_199_F_M2_1","FIL20_199|FIL20_199_F_M2|Fil20_199_F_M2_1",76,11,65,71,23,48,16,16,NA,TRUE,FALSE,64,41,23,0.640625,FALSE,"FIL20_199",TRUE,"FIL20_199_F_M2_1",81.1793853061629,"Self"
"FIL20_199_F_M220",24,21,"FIL20_199_F_M2","FIL20_199_B_M2",22,4,8,12,53,66,69,79,46,148,74,0.621621621621622,7.09493670886076,1.10869565217391,12.9594594594595,12.2821500642084,"FIL20_199","FIL20_199","FIL20_199","FIL20_199","...","FIL20_199","FIL20_199_F_M2","Fil20_199_F_M2_1","FIL20_199|FIL20_199_F_M2|Fil20_199_F_M2_1",76,11,65,71,23,48,16,16,NA,TRUE,FALSE,64,41,23,0.640625,FALSE,"FIL20_199",TRUE,"FIL20_199_F_M2_1",81.1793853061629,"Self","...","FIL20_199","FIL20_199_B_M2","Fil20_199_B_M2_1","FIL20_199|FIL20_199_B_M2|Fil20_199_B_M2_1",88,13,75,80,23,57,12,12,NA,TRUE,FALSE,70,49,21,0.7,FALSE,"FIL20_199",TRUE,"FIL20_199_B_M2_1",49.4836214658742,"Self"
"FIL30_56_C_M2491",491,492,"FIL30_56_C_M2","FIL30_56_D_M2",27,13,10,2,65,77,77,92,52,169,84.5,0.615384615384615,0.793478260869566,0.694805194805195,4.92529585798817,11.2828910220215,"FIL30_56","FIL30_56","FIL30_56","FIL30_56","...","FIL30_56","FIL30_56_C_M2","Fil30_56_C_M2_1","FIL30_56|FIL30_56_C_M2|Fil30_56_C_M2_1",86,10,76,78,13,65,11,10,1,TRUE,FALSE,68,55,13,0.808823529411765,FALSE,"FIL30_56",TRUE,"FIL30_56_C_M2_1",56.4051244018114,"Self","...","FIL30_56","FIL30_56_D_M2","Fil30_56_D_M2_1","FIL30_56|FIL30_56_D_M2|Fil30_56_D_M2_1",102,14,88,94,26,68,15,15,NA,TRUE,FALSE,82,56,26,0.682926829268293,FALSE,"FIL30_56",TRUE,"FIL30_56_D_M2_1",80.7173154766932,"Self"
"FIL30_56_D_M2490",492,491,"FIL30_56_D_M2","FIL30_56_C_M2",27,10,13,2,77,65,92,77,52,169,84.5,0.615384615384615,0.694805194805195,0.793478260869566,4.92529585798817,11.2828910220215,"FIL30_56","FIL30_56","FIL30_56","FIL30_56","...","FIL30_56","FIL30_56_D_M2","Fil30_56_D_M2_1","FIL30_56|FIL30_56_D_M2|Fil30_56_D_M2_1",102,14,88,94,26,68,15,15,NA,TRUE,FALSE,82,56,26,0.682926829268293,FALSE,"FIL30_56",TRUE,"FIL30_56_D_M2_1",80.7173154766932,"Self","...","FIL30_56","FIL30_56_C_M2","Fil30_56_C_M2_1","FIL30_56|FIL30_56_C_M2|Fil30_56_C_M2_1",86,10,76,78,13,65,11,10,1,TRUE,FALSE,68,55,13,0.808823529411765,FALSE,"FIL30_56",TRUE,"FIL30_56_C_M2_1",56.4051244018114,"Self"
"FIL30_109_F_M264",61,65,"FIL30_109_F_M2","FIL30_109_J_M2",20,5,2,15,53,59,66,72,42,138,69,0.608695652173913,4.75,7.54545454545454,26.7934782608696,12.2323232323232,"FIL30_109","FIL30_109","FIL30_109","FIL30_109","...","FIL30_109","FIL30_109_F_M2","Fil30_109_F_M2_1","FIL30_109|FIL30_109_F_M2|Fil30_109_F_M2_1",74,12,62,67,19,48,13,13,NA,TRUE,FALSE,58,39,19,0.672413793103448,FALSE,"FIL30_109",TRUE,"FIL30_109_F_M2_1",54.1070194245145,"Self","...","FIL30_109","FIL30_109_J_M2","Fil30_109_J_M2_1","FIL30_109|FIL30_109_J_M2|Fil30_109_J_M2_1",77,3,74,73,23,50,13,11,2,TRUE,FALSE,70,47,23,0.671428571428571,FALSE,"FIL30_109",TRUE,"FIL30_109_J_M2_1",67.2325707411647,"Self"
"FIL30_109_J_M260",65,61,"FIL30_109_J_M2","FIL30_109_F_M2",20,2,5,15,59,53,72,66,42,138,69,0.608695652173913,7.54545454545454,4.75,26.7934782608696,12.2323232323232,"FIL30_109","FIL30_109","FIL30_109","FIL30_109","...","FIL30_109","FIL30_109_J_M2","Fil30_109_J_M2_1","FIL30_109|FIL30_109_J_M2|Fil30_109_J_M2_1",77,3,74,73,23,50,13,11,2,TRUE,FALSE,70,47,23,0.671428571428571,FALSE,"FIL30_109",TRUE,"FIL30_109_J_M2_1",67.2325707411647,"Self","...","FIL30_109","FIL30_109_F_M2","Fil30_109_F_M2_1","FIL30_109|FIL30_109_F_M2|Fil30_109_F_M2_1",74,12,62,67,19,48,13,13,NA,TRUE,FALSE,58,39,19,0.672413793103448,FALSE,"FIL30_109",TRUE,"FIL30_109_F_M2_1",54.1070194245145,"Self"
"FIL20_97_A_M249",46,50,"FIL20_97_A_M2","FIL20_97_F_M2",14,6,4,0,30,27,37,42,24,79,39.5,0.607594936708861,0.142857142857143,0.986486486486486,4.40981012658228,3.42792792792793,"FIL20_97","FIL20_97","FIL20_97",NA,"...","FIL20_97","FIL20_97_A_M2","Fil20_97_A_M2_1","FIL20_97|FIL20_97_A_M2|Fil20_97_A_M2_1",46,13,33,38,5,33,7,7,NA,TRUE,FALSE,32,27,5,0.84375,FALSE,"FIL20_97",TRUE,"FIL20_97_A_M2_1",69.7598781168918,"Self","...","FIL20_97","FIL20_97_F_M2","Fil20_97_F_M2_1","FIL20_97|FIL20_97_F_M2|Fil20_97_F_M2_1",52,17,35,43,6,37,14,14,NA,TRUE,FALSE,34,31,3,0.911764705882353,FALSE,NA,FALSE,"FIL20_97_F_M2_1",39.6351090534377,"Ambiguous"
